scenario,horizon_hours,loads_per_hour,fleet_size,base_cost_per_mile,fixed_load_cost,value_scale_dollars,train_seed,eval_seed,train_label_count,eval_label_count,static_agreement,static_mae,static_p90_abs_error,policy,cascade_band_dollars,loads_seen,accepted,rejected,no_truck,accept_rate,profit,profit_retention_vs_rollout,revenue,direct_cost,loaded_miles,profit_per_loaded_mile,utilization,mean_latency_ms,p50_latency_ms,p95_latency_ms,surrogate_stage_share,rollout_stage_share,final_top_states,cell_elapsed_seconds
surrogate_probe_mild_capacity,72,12,90,2.95,250.00,2400.00,20260506,20260507,835,810,0.960494,672.62,1243.10,myopic_margin,,810,756,11,43,0.9333,1660125.90,0.998335,2170099.42,509973.52,108804.58,15.2579,0.6858,0.000104,0.000084,0.000125,0.0000,0.0000,48:60; 13:10; 12:7; 42:5; 24:3; 06:1,8.39
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260506,20260507,1156,1200,0.629167,2242.95,3407.89,cascade_surrogate_rollout,250.00,1202,548,654,0,0.4559,1234941.61,0.881689,1583229.42,348287.81,66027.44,18.7035,0.7486,0.420046,0.003291,3.210667,0.8228,0.1772,48:41; 13:11; 42:1; 36:1; 17:1; 04:0,8.00
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260506,20260507,1156,1200,0.629167,2242.95,3407.89,cascade_surrogate_rollout,500.00,1202,569,633,0,0.4734,1293867.37,0.923759,1643654.30,349786.93,64855.29,19.9501,0.7586,0.760026,0.003646,3.382458,0.7196,0.2804,48:42; 13:11; 42:1; 36:1; 04:0; 06:0,8.92
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260506,20260507,1156,1200,0.629167,2242.95,3407.89,cascade_surrogate_rollout,700.00,1202,589,613,0,0.4900,1338511.09,0.955632,1699697.11,361186.01,66855.00,20.0211,0.7839,1.117149,0.004250,3.369834,0.5424,0.4576,48:42; 13:11; 42:1; 36:1; 04:0; 06:0,10.26
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260506,20260507,1156,1200,0.629167,2242.95,3407.89,cascade_surrogate_rollout,900.00,1202,603,599,0,0.5017,1370257.75,0.978298,1739434.11,369176.36,68258.24,20.0746,0.8016,1.258171,0.004500,3.328500,0.4418,0.5582,48:42; 13:11; 42:1; 36:1; 04:0; 06:0,11.78
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260506,20260507,1156,1200,0.629167,2242.95,3407.89,cascade_surrogate_rollout,1200.00,1202,621,581,0,0.5166,1412971.64,1.008793,1792264.35,379292.72,70013.35,20.1815,0.8241,1.506775,0.005750,3.352292,0.2729,0.7271,48:42; 13:11; 42:1; 36:1; 04:0; 06:0,13.59
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,myopic_margin,,1175,602,35,538,0.5123,1315828.23,0.877557,1706714.68,390886.45,75120.76,17.5162,0.8355,0.000106,0.000125,0.000125,0.0000,0.0000,48:34; 12:9; 13:6; 06:2; 17:2; 25:1,7.57
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,bid_price,,1175,631,52,492,0.5370,1367864.92,0.912261,1736941.20,369076.28,66039.46,20.7128,0.8116,0.000464,0.000458,0.000500,0.0000,0.0000,48:45; 12:6; 13:4; 04:0; 06:0; 08:0,7.57
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,surrogate_linear,,1175,582,593,0,0.4953,1313619.34,0.876084,1654947.90,341328.56,61196.43,21.4656,0.7500,0.002237,0.002208,0.002500,1.0000,0.0000,48:43; 13:11; 06:1; 04:0; 08:0; 53:0,7.57
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,rollout_teacher,,1175,670,505,0,0.5702,1499422.10,1.000000,1885864.00,386441.91,68419.35,21.9152,0.8531,2.168777,3.205708,3.404792,0.0000,1.0000,48:45; 13:9; 12:1; 04:0; 06:0; 08:0,7.57
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,0.00,1175,598,577,0,0.5089,1354972.19,0.903663,1708060.87,353088.68,63621.46,21.2974,0.7744,0.194146,0.003291,3.185584,0.8477,0.1523,48:43; 13:10; 53:1; 12:1; 04:0; 06:0,7.80
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,100.00,1175,601,574,0,0.5115,1357671.20,0.905463,1712464.25,354793.05,63919.70,21.2403,0.7781,0.331359,0.003375,3.306042,0.7983,0.2017,48:43; 13:10; 53:1; 12:1; 04:0; 06:0,8.19
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,250.00,1175,609,566,0,0.5183,1381986.44,0.921679,1741361.10,359374.66,64726.46,21.3512,0.7883,0.530438,0.003500,3.328000,0.7370,0.2630,48:43; 13:10; 53:1; 12:1; 04:0; 06:0,8.81
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,500.00,1175,619,556,0,0.5268,1396378.13,0.931278,1758738.79,362360.66,64878.33,21.5230,0.7966,0.776358,0.003541,3.313959,0.6545,0.3455,48:44; 13:10; 53:1; 04:0; 06:0; 08:0,9.73
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,700.00,1175,636,539,0,0.5413,1437382.60,0.958624,1803158.25,365775.65,64617.39,22.2445,0.8082,0.953098,0.003833,3.344334,0.5796,0.4204,48:45; 13:10; 04:0; 06:0; 08:0; 53:0,10.85
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,900.00,1175,646,529,0,0.5498,1459191.01,0.973169,1830830.99,371639.98,65668.74,22.2205,0.8211,1.192365,0.004167,3.337375,0.4740,0.5260,48:45; 13:10; 04:0; 06:0; 08:0; 53:0,12.25
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260508,20260509,1182,1175,0.682553,1999.69,3498.12,cascade_surrogate_rollout,1200.00,1175,665,510,0,0.5660,1496736.28,0.998209,1879518.49,382782.21,67666.32,22.1194,0.8455,1.653138,0.010333,3.410750,0.2196,0.7804,48:45; 13:10; 04:0; 06:0; 08:0; 53:0,14.20
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,myopic_margin,,1225,582,35,608,0.4751,1272693.27,0.889567,1661473.27,388780.01,76025.00,16.7405,0.8249,0.000105,0.000084,0.000125,0.0000,0.0000,48:37; 12:7; 13:5; 42:3; 17:2; 36:1,6.85
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,bid_price,,1225,627,47,551,0.5118,1365930.33,0.954737,1752612.41,386682.08,71853.78,19.0099,0.8379,0.000462,0.000458,0.000500,0.0000,0.0000,48:45; 13:5; 12:3; 42:2; 04:0; 06:0,6.85
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,surrogate_linear,,1225,548,652,25,0.4473,1240287.89,0.866917,1570249.02,329961.13,60300.35,20.5685,0.7197,0.002283,0.002292,0.002500,1.0000,0.0000,48:40; 13:8; 06:2; 17:2; 04:1; 12:1,6.85
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,rollout_teacher,,1225,641,584,0,0.5233,1430687.94,1.000000,1824444.30,393756.36,72970.74,19.6063,0.8541,1.911494,3.150000,3.363833,0.0000,1.0000,48:44; 13:8; 42:2; 17:1; 04:0; 06:0,6.85
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,0.00,1225,552,673,0,0.4506,1243087.26,0.868874,1599234.22,356146.96,68170.92,18.2349,0.7625,0.228465,0.003208,3.126667,0.8188,0.1812,48:40; 13:8; 17:3; 42:2; 12:1; 36:1,7.13
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,100.00,1225,557,668,0,0.4547,1249592.26,0.873421,1605484.23,355891.97,67700.62,18.4576,0.7639,0.345108,0.003292,3.181750,0.7820,0.2180,48:41; 13:8; 42:2; 17:2; 12:1; 36:1,7.55
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,250.00,1225,557,668,0,0.4547,1253090.74,0.875866,1612169.87,359079.12,68696.60,18.2409,0.7689,0.452204,0.003416,3.244000,0.7518,0.2482,48:40; 13:8; 17:3; 42:2; 12:1; 36:1,8.11
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,500.00,1225,575,650,0,0.4694,1292186.64,0.903193,1653735.32,361548.68,68062.09,18.9854,0.7794,0.653179,0.003500,3.279666,0.6898,0.3102,48:42; 13:8; 42:2; 17:2; 12:1; 04:0,8.91
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,700.00,1225,579,646,0,0.4727,1300925.29,0.909301,1664819.70,363894.41,68482.63,18.9964,0.7845,0.748493,0.003417,3.243375,0.6555,0.3445,48:42; 13:8; 42:2; 17:2; 12:1; 04:0,9.83
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,900.00,1225,585,640,0,0.4776,1317020.65,0.920551,1684433.66,367413.01,69113.44,19.0559,0.7922,0.889277,0.003584,3.284917,0.6139,0.3861,48:42; 13:8; 42:2; 17:2; 12:1; 04:0,10.92
surrogate_probe_scarce_capacity,72,16,55,3.20,250.00,3400.00,20260510,20260511,1123,1200,0.710833,2044.85,4040.23,cascade_surrogate_rollout,1200.00,1225,606,619,0,0.4947,1363511.25,0.953046,1740052.21,376540.95,70325.30,19.3886,0.8143,1.223359,0.004208,3.318750,0.4571,0.5429,48:43; 13:8; 42:2; 12:1; 17:1; 04:0,12.42
