policy,load_id,hour,origin,destination_city,destination_state,margin,score,stage,wants_accept,outcome,latency_ms
bid_price,82,6,Georgia,Atlanta,Georgia,3264.65,3264.65,bid_price,True,accept,0.000458
bid_price,83,6,Texas,Dallas,Texas,2048.42,2048.42,bid_price,True,accept,0.000458
bid_price,84,6,Texas,Dallas,Texas,1792.44,1792.44,bid_price,True,accept,0.000417
bid_price,85,6,Texas,Dallas,Texas,1614.89,1614.89,bid_price,True,accept,0.000417
bid_price,86,6,Texas,Dallas,Texas,1978.40,1978.40,bid_price,True,accept,0.000459
bid_price,87,6,Georgia,Atlanta,Georgia,2954.63,2954.63,bid_price,True,accept,0.000458
bid_price,88,6,Texas,Dallas,Texas,1744.37,1744.37,bid_price,True,accept,0.000458
bid_price,89,6,Texas,Dallas,Texas,2267.96,2267.96,bid_price,True,accept,0.000583
bid_price,90,6,Texas,Dallas,Texas,1957.25,1957.25,bid_price,True,accept,0.000417
bid_price,91,6,Texas,Dallas,Texas,1404.07,1404.07,bid_price,True,accept,0.000458
bid_price,92,6,Texas,Dallas,Texas,2012.24,2012.24,bid_price,True,accept,0.000375
bid_price,93,6,Texas,Dallas,Texas,2002.49,2002.49,bid_price,True,accept,0.000459
bid_price,94,6,Texas,Dallas,Texas,1710.04,1710.04,bid_price,True,accept,0.000542
bid_price,95,7,Georgia,Atlanta,Georgia,2691.33,2691.33,bid_price,True,accept,0.000500
bid_price,96,7,Texas,Dallas,Texas,1911.95,1911.95,bid_price,True,accept,0.000458
bid_price,97,7,Georgia,Atlanta,Georgia,2973.31,2973.31,bid_price,True,accept,0.000416
bid_price,98,7,Texas,Dallas,Texas,2350.55,2350.55,bid_price,True,accept,0.000458
bid_price,99,7,Texas,Dallas,Texas,1682.25,1682.25,bid_price,True,accept,0.000416
bid_price,100,7,Texas,Dallas,Texas,2078.58,2078.58,bid_price,True,accept,0.000458
bid_price,101,7,Washington,Dallas,Texas,-1406.87,3721.49,bid_price,True,no_truck,0.000542
bid_price,102,7,Texas,Dallas,Texas,2024.98,2024.98,bid_price,True,accept,0.000417
bid_price,103,7,Texas,Dallas,Texas,1963.50,1963.50,bid_price,True,accept,0.000458
bid_price,104,7,Texas,Dallas,Texas,2331.42,2331.42,bid_price,True,accept,0.000417
bid_price,105,8,Texas,Dallas,Texas,2608.07,2608.07,bid_price,True,accept,0.000458
bid_price,106,8,Texas,Dallas,Texas,1827.69,1827.69,bid_price,True,accept,0.000458
bid_price,107,8,Texas,Dallas,Texas,1947.62,1947.62,bid_price,True,accept,0.000417
bid_price,108,8,Georgia,Atlanta,Georgia,2624.37,2624.37,bid_price,True,accept,0.000458
bid_price,109,8,Texas,Dallas,Texas,2566.47,2566.47,bid_price,True,accept,0.000458
bid_price,110,8,Texas,Dallas,Texas,2010.28,2010.28,bid_price,True,accept,0.000458
bid_price,111,8,Texas,Dallas,Texas,2097.79,2097.79,bid_price,True,accept,0.000458
bid_price,112,8,Texas,Dallas,Texas,1993.13,1993.13,bid_price,True,accept,0.000417
bid_price,113,8,Texas,Dallas,Texas,2082.66,2082.66,bid_price,True,accept,0.000500
bid_price,114,8,Texas,Dallas,Texas,2443.07,2443.07,bid_price,True,accept,0.000458
bid_price,115,8,Texas,Dallas,Texas,1988.17,1988.17,bid_price,True,accept,0.000417
bid_price,116,8,Georgia,Atlanta,Georgia,3151.34,3151.34,bid_price,True,accept,0.000458
bid_price,117,8,Texas,Dallas,Texas,2290.38,2290.38,bid_price,True,accept,0.000458
bid_price,118,8,Texas,Dallas,Texas,2092.98,2092.98,bid_price,True,accept,0.000417
bid_price,119,8,Texas,Dallas,Texas,2367.44,2367.44,bid_price,True,accept,0.000458
bid_price,120,9,Texas,Dallas,Texas,1760.74,1760.74,bid_price,True,accept,0.000417
bid_price,121,9,Texas,Los Angeles,California,-875.20,-5586.94,bid_price,False,reject,0.000417
bid_price,122,9,Georgia,Atlanta,Georgia,2859.45,2859.45,bid_price,True,accept,0.000459
bid_price,123,9,Texas,Dallas,Texas,2144.73,2144.73,bid_price,True,accept,0.000417
bid_price,124,9,Texas,Dallas,Texas,2158.14,2158.14,bid_price,True,accept,0.000458
bid_price,125,9,Texas,Dallas,Texas,2010.69,2010.69,bid_price,True,accept,0.000459
bid_price,126,9,Texas,Dallas,Texas,2065.29,2065.29,bid_price,True,accept,0.000458
bid_price,127,9,Texas,Dallas,Texas,2161.60,2161.60,bid_price,True,accept,0.000417
bid_price,128,9,California,Philadelphia,Pennsylvania,554.96,458.73,bid_price,True,no_truck,0.000417
bid_price,129,9,Texas,Dallas,Texas,2063.57,2063.57,bid_price,True,accept,0.000500
bid_price,130,9,Texas,Dallas,Texas,1971.42,1971.42,bid_price,True,accept,0.000458
bid_price,131,9,Texas,Dallas,Texas,2016.66,2016.66,bid_price,True,accept,0.000417
bid_price,132,9,Texas,Dallas,Texas,1894.06,1894.06,bid_price,True,accept,0.000458
bid_price,133,9,Texas,Dallas,Texas,2304.58,2304.58,bid_price,True,accept,0.000458
bid_price,134,9,Texas,Dallas,Texas,2562.66,2562.66,bid_price,True,accept,0.000375
bid_price,135,9,Georgia,Miami,Florida,2074.47,562.56,bid_price,True,accept,0.000459
bid_price,136,10,Texas,Dallas,Texas,2642.42,2642.42,bid_price,True,accept,0.000458
bid_price,137,10,Texas,Dallas,Texas,2129.75,2129.75,bid_price,True,accept,0.000417
bid_price,138,10,Texas,Dallas,Texas,1697.51,1697.51,bid_price,True,accept,0.000416
bid_price,139,10,Texas,Dallas,Texas,2172.05,2172.05,bid_price,True,accept,0.000417
bid_price,140,10,Texas,Dallas,Texas,1855.45,1855.45,bid_price,True,accept,0.000417
bid_price,141,10,Texas,Dallas,Texas,1818.99,1818.99,bid_price,True,accept,0.000458
bid_price,142,10,Texas,Dallas,Texas,1958.15,1958.15,bid_price,True,accept,0.000417
bid_price,143,10,Georgia,Atlanta,Georgia,2908.56,2908.56,bid_price,True,accept,0.000458
bid_price,144,10,Texas,Dallas,Texas,2176.70,2176.70,bid_price,True,accept,0.000417
bid_price,145,10,Texas,Dallas,Texas,1738.05,1738.05,bid_price,True,accept,0.000375
bid_price,146,10,Texas,Dallas,Texas,2364.69,2364.69,bid_price,True,no_truck,0.000416
bid_price,147,10,Georgia,Miami,Florida,2343.38,831.47,bid_price,True,accept,0.000417
bid_price,148,10,Texas,Dallas,Texas,1864.89,1864.89,bid_price,True,no_truck,0.000417
bid_price,149,10,Georgia,Atlanta,Georgia,3073.07,3073.07,bid_price,True,accept,0.000417
bid_price,150,10,Texas,Dallas,Texas,1756.40,1756.40,bid_price,True,no_truck,0.000459
bid_price,151,10,California,Philadelphia,Pennsylvania,2044.71,1948.48,bid_price,True,no_truck,0.000417
bid_price,152,11,Georgia,Atlanta,Georgia,3186.53,3186.53,bid_price,True,accept,0.000458
bid_price,153,11,Texas,Dallas,Texas,1894.97,1894.97,bid_price,True,no_truck,0.000416
bid_price,154,11,Texas,Dallas,Texas,1692.29,1692.29,bid_price,True,no_truck,0.000417
bid_price,155,11,Texas,Dallas,Texas,2199.27,2199.27,bid_price,True,no_truck,0.000459
bid_price,156,11,Georgia,Atlanta,Georgia,2802.96,2802.96,bid_price,True,accept,0.000417
bid_price,157,11,Texas,Dallas,Texas,2030.66,2030.66,bid_price,True,no_truck,0.000459
bid_price,158,11,Texas,Dallas,Texas,1932.02,1932.02,bid_price,True,no_truck,0.000458
bid_price,159,11,Georgia,Atlanta,Georgia,3134.14,3134.14,bid_price,True,accept,0.000417
bid_price,160,11,Georgia,Atlanta,Georgia,2984.11,2984.11,bid_price,True,accept,0.000417
bid_price,161,11,Georgia,Atlanta,Georgia,2676.52,2676.52,bid_price,True,accept,0.000417
bid_price,162,11,Texas,Dallas,Texas,1727.19,1727.19,bid_price,True,no_truck,0.000459
bid_price,163,12,Georgia,Atlanta,Georgia,2712.76,2712.76,bid_price,True,accept,0.000375
bid_price,164,12,Texas,Dallas,Texas,1867.75,1867.75,bid_price,True,accept,0.000417
bid_price,165,12,Texas,Dallas,Texas,1819.09,1819.09,bid_price,True,accept,0.000417
bid_price,166,12,Texas,Dallas,Texas,1936.70,1936.70,bid_price,True,accept,0.000416
bid_price,167,12,Texas,Dallas,Texas,2257.89,2257.89,bid_price,True,accept,0.000417
bid_price,168,12,Texas,Dallas,Texas,1921.25,1921.25,bid_price,True,accept,0.000417
bid_price,169,12,Texas,Dallas,Texas,2007.94,2007.94,bid_price,True,accept,0.000417
bid_price,170,12,Texas,Dallas,Texas,1956.66,1956.66,bid_price,True,accept,0.000458
bid_price,171,12,Texas,Dallas,Texas,1710.48,1710.48,bid_price,True,accept,0.000458
bid_price,172,12,Texas,Dallas,Texas,2059.60,2059.60,bid_price,True,accept,0.000459
bid_price,173,12,Texas,Dallas,Texas,2347.57,2347.57,bid_price,True,accept,0.000417
bid_price,174,12,Texas,Dallas,Texas,1869.95,1869.95,bid_price,True,accept,0.000417
bid_price,175,13,Texas,Dallas,Texas,2400.97,2400.97,bid_price,True,accept,0.000459
bid_price,176,13,Texas,Dallas,Texas,1929.92,1929.92,bid_price,True,accept,0.000458
bid_price,177,13,Texas,Dallas,Texas,2017.05,2017.05,bid_price,True,accept,0.000417
bid_price,178,13,Texas,Dallas,Texas,1967.75,1967.75,bid_price,True,accept,0.000459
bid_price,179,13,Arizona,Los Angeles,California,439.68,684.16,bid_price,True,accept,0.000417
bid_price,180,13,Texas,Dallas,Texas,1659.67,1659.67,bid_price,True,accept,0.000458
bid_price,181,13,Texas,Dallas,Texas,2306.66,2306.66,bid_price,True,accept,0.000459
bid_price,182,13,Texas,Dallas,Texas,2217.27,2217.27,bid_price,True,accept,0.000459
bid_price,183,13,Texas,Dallas,Texas,2279.45,2279.45,bid_price,True,accept,0.000417
bid_price,184,13,Texas,Dallas,Texas,2032.72,2032.72,bid_price,True,no_truck,0.000459
bid_price,185,13,Texas,Dallas,Texas,1853.36,1853.36,bid_price,True,no_truck,0.000458
bid_price,186,13,Texas,Dallas,Texas,2260.10,2260.10,bid_price,True,no_truck,0.000458
bid_price,187,13,Texas,Dallas,Texas,2114.38,2114.38,bid_price,True,no_truck,0.000458
bid_price,188,14,Texas,Dallas,Texas,1793.69,1793.69,bid_price,True,accept,0.000417
bid_price,189,14,Texas,Dallas,Texas,1845.90,1845.90,bid_price,True,accept,0.000458
bid_price,190,14,California,Chicago,Illinois,-685.70,-512.57,bid_price,False,reject,0.000458
bid_price,191,14,Texas,Dallas,Texas,1910.51,1910.51,bid_price,True,accept,0.000417
bid_price,192,14,Texas,Dallas,Texas,2211.82,2211.82,bid_price,True,accept,0.000417
bid_price,193,14,Georgia,Atlanta,Georgia,2993.02,2993.02,bid_price,True,accept,0.000459
bid_price,194,14,Texas,Dallas,Texas,2040.03,2040.03,bid_price,True,accept,0.000375
bid_price,195,14,Texas,Dallas,Texas,2388.87,2388.87,bid_price,True,accept,0.000417
bid_price,196,14,Texas,Dallas,Texas,1794.85,1794.85,bid_price,True,accept,0.000417
bid_price,197,14,Texas,Dallas,Texas,2317.46,2317.46,bid_price,True,accept,0.000458
bid_price,198,14,Texas,Dallas,Texas,2065.16,2065.16,bid_price,True,accept,0.000417
bid_price,199,14,Georgia,Atlanta,Georgia,3101.19,3101.19,bid_price,True,accept,0.000417
bid_price,200,14,Texas,Dallas,Texas,1996.44,1996.44,bid_price,True,accept,0.000417
bid_price,201,14,Georgia,Atlanta,Georgia,2920.54,2920.54,bid_price,True,accept,0.000417
bid_price,202,15,Georgia,Atlanta,Georgia,2507.32,2507.32,bid_price,True,accept,0.000417
bid_price,203,15,Texas,Dallas,Texas,2298.11,2298.11,bid_price,True,accept,0.000417
bid_price,204,15,Texas,Dallas,Texas,2346.07,2346.07,bid_price,True,accept,0.000458
bid_price,205,15,Texas,Dallas,Texas,2533.90,2533.90,bid_price,True,accept,0.000417
bid_price,206,15,Texas,Dallas,Texas,1895.87,1895.87,bid_price,True,accept,0.000458
bid_price,207,15,Texas,Dallas,Texas,2228.32,2228.32,bid_price,True,accept,0.000583
bid_price,208,15,Texas,Dallas,Texas,2055.29,2055.29,bid_price,True,accept,0.000458
bid_price,209,15,California,Seattle,Washington,1007.46,590.85,bid_price,True,no_truck,0.000458
bid_price,210,15,Texas,Dallas,Texas,2280.19,2280.19,bid_price,True,accept,0.000458
bid_price,211,15,Texas,Dallas,Texas,1529.92,1529.92,bid_price,True,accept,0.000458
bid_price,212,15,Texas,Dallas,Texas,1944.13,1944.13,bid_price,True,accept,0.000458
bid_price,213,15,Texas,Dallas,Texas,2255.97,2255.97,bid_price,True,accept,0.000417
bid_price,214,16,Texas,Dallas,Texas,2013.24,2013.24,bid_price,True,accept,0.000458
bid_price,215,16,Texas,Dallas,Texas,2267.93,2267.93,bid_price,True,accept,0.000500
bid_price,216,16,Texas,Dallas,Texas,1635.39,1635.39,bid_price,True,accept,0.000458
bid_price,217,16,Texas,Dallas,Texas,1540.13,1540.13,bid_price,True,accept,0.000458
bid_price,218,16,Georgia,Atlanta,Georgia,3345.81,3345.81,bid_price,True,accept,0.000458
bid_price,219,16,Texas,Dallas,Texas,2517.01,2517.01,bid_price,True,accept,0.000458
bid_price,220,16,Georgia,Atlanta,Georgia,2380.08,2380.08,bid_price,True,accept,0.000417
bid_price,221,16,Texas,Dallas,Texas,2165.32,2165.32,bid_price,True,accept,0.000458
bid_price,222,16,Georgia,Atlanta,Georgia,3244.42,3244.42,bid_price,True,accept,0.000417
bid_price,223,16,Texas,Dallas,Texas,1934.10,1934.10,bid_price,True,accept,0.000500
bid_price,224,16,Texas,Dallas,Texas,2194.82,2194.82,bid_price,True,accept,0.000375
bid_price,225,16,Texas,Dallas,Texas,2154.40,2154.40,bid_price,True,accept,0.000459
bid_price,226,16,Texas,Dallas,Texas,1784.20,1784.20,bid_price,True,accept,0.000417
bid_price,227,16,Texas,Dallas,Texas,2177.71,2177.71,bid_price,True,accept,0.000458
bid_price,228,16,Georgia,Atlanta,Georgia,2780.83,2780.83,bid_price,True,accept,0.000500
bid_price,229,17,Texas,Dallas,Texas,2208.11,2208.11,bid_price,True,accept,0.000458
bid_price,230,17,Texas,Dallas,Texas,2008.35,2008.35,bid_price,True,accept,0.000458
bid_price,231,17,Texas,Dallas,Texas,2111.17,2111.17,bid_price,True,accept,0.000458
bid_price,232,17,Texas,Dallas,Texas,2564.33,2564.33,bid_price,True,no_truck,0.000458
bid_price,233,17,Texas,Dallas,Texas,2253.92,2253.92,bid_price,True,no_truck,0.000500
bid_price,234,17,Georgia,Miami,Florida,2166.60,654.69,bid_price,True,accept,0.000458
bid_price,235,17,Texas,Dallas,Texas,2183.82,2183.82,bid_price,True,no_truck,0.000458
bid_price,236,17,Texas,Dallas,Texas,1847.40,1847.40,bid_price,True,no_truck,0.000500
bid_price,237,17,Texas,Dallas,Texas,2354.72,2354.72,bid_price,True,no_truck,0.000458
bid_price,238,17,Georgia,Atlanta,Georgia,3089.10,3089.10,bid_price,True,accept,0.000459
bid_price,239,17,Georgia,Atlanta,Georgia,2870.75,2870.75,bid_price,True,accept,0.000458
bid_price,240,17,Texas,Dallas,Texas,2700.98,2700.98,bid_price,True,no_truck,0.000542
bid_price,241,17,Texas,Dallas,Texas,1852.98,1852.98,bid_price,True,no_truck,0.000458
bid_price,242,17,Texas,Dallas,Texas,2097.22,2097.22,bid_price,True,no_truck,0.000459
bid_price,243,18,Texas,Dallas,Texas,2163.44,2163.44,bid_price,True,accept,0.000459
bid_price,244,18,Texas,Dallas,Texas,1927.36,1927.36,bid_price,True,accept,0.000417
bid_price,245,18,Texas,Dallas,Texas,1931.20,1931.20,bid_price,True,accept,0.000417
bid_price,246,18,Georgia,Atlanta,Georgia,2890.91,2890.91,bid_price,True,accept,0.000459
bid_price,247,18,Texas,Dallas,Texas,2035.40,2035.40,bid_price,True,accept,0.000417
bid_price,248,18,Texas,Dallas,Texas,2131.06,2131.06,bid_price,True,accept,0.000458
bid_price,249,18,Georgia,Atlanta,Georgia,2900.77,2900.77,bid_price,True,no_truck,0.000459
bid_price,250,18,Texas,Dallas,Texas,2236.39,2236.39,bid_price,True,accept,0.000459
bid_price,251,18,Georgia,Atlanta,Georgia,2800.74,2800.74,bid_price,True,no_truck,0.000416
bid_price,252,18,Texas,Dallas,Texas,1850.88,1850.88,bid_price,True,accept,0.000458
bid_price,253,18,Texas,Dallas,Texas,2113.00,2113.00,bid_price,True,accept,0.000500
bid_price,254,18,Texas,Dallas,Texas,1710.71,1710.71,bid_price,True,accept,0.000458
bid_price,255,18,Texas,Dallas,Texas,1903.91,1903.91,bid_price,True,accept,0.000459
bid_price,256,18,Texas,Dallas,Texas,2142.80,2142.80,bid_price,True,accept,0.000500
bid_price,257,18,Texas,Dallas,Texas,2421.74,2421.74,bid_price,True,no_truck,0.000541
bid_price,258,19,Texas,Dallas,Texas,1834.97,1834.97,bid_price,True,accept,0.000458
bid_price,259,19,Texas,Dallas,Texas,2033.05,2033.05,bid_price,True,accept,0.000458
bid_price,260,19,Texas,Dallas,Texas,2365.15,2365.15,bid_price,True,accept,0.000459
bid_price,261,19,Texas,Dallas,Texas,2032.19,2032.19,bid_price,True,accept,0.000458
bid_price,262,19,Texas,Dallas,Texas,1789.70,1789.70,bid_price,True,accept,0.000458
bid_price,263,19,Texas,Dallas,Texas,1788.82,1788.82,bid_price,True,accept,0.000459
bid_price,264,19,Georgia,Atlanta,Georgia,3232.97,3232.97,bid_price,True,accept,0.000416
bid_price,265,19,California,Chicago,Illinois,867.17,1040.30,bid_price,True,no_truck,0.000459
bid_price,266,19,Texas,Dallas,Texas,1737.86,1737.86,bid_price,True,accept,0.000458
bid_price,267,19,Texas,Dallas,Texas,2255.68,2255.68,bid_price,True,accept,0.000459
bid_price,268,19,Georgia,Atlanta,Georgia,2591.48,2591.48,bid_price,True,accept,0.000417
bid_price,269,19,Texas,Dallas,Texas,2073.25,2073.25,bid_price,True,no_truck,0.000458
bid_price,270,19,Georgia,Atlanta,Georgia,2472.75,2472.75,bid_price,True,accept,0.000417
bid_price,271,19,Texas,Dallas,Texas,1788.46,1788.46,bid_price,True,no_truck,0.000458
bid_price,272,19,Texas,Dallas,Texas,2339.07,2339.07,bid_price,True,no_truck,0.000459
bid_price,273,20,Texas,Dallas,Texas,1994.24,1994.24,bid_price,True,accept,0.000500
bid_price,274,20,Texas,Dallas,Texas,1912.44,1912.44,bid_price,True,accept,0.000459
bid_price,275,20,Georgia,Atlanta,Georgia,3004.49,3004.49,bid_price,True,accept,0.000417
bid_price,276,20,Georgia,Atlanta,Georgia,2652.67,2652.67,bid_price,True,no_truck,0.000459
bid_price,277,20,Texas,Dallas,Texas,2291.64,2291.64,bid_price,True,accept,0.000458
bid_price,278,20,Georgia,Atlanta,Georgia,2835.21,2835.21,bid_price,True,no_truck,0.000542
bid_price,279,20,Texas,Dallas,Texas,2395.08,2395.08,bid_price,True,accept,0.000459
bid_price,280,20,Texas,Dallas,Texas,2466.85,2466.85,bid_price,True,accept,0.000458
bid_price,281,20,Texas,Dallas,Texas,1746.02,1746.02,bid_price,True,accept,0.000417
bid_price,282,20,Georgia,Atlanta,Georgia,2894.85,2894.85,bid_price,True,no_truck,0.000458
bid_price,283,20,Texas,Dallas,Texas,2085.39,2085.39,bid_price,True,accept,0.000417
bid_price,284,20,Georgia,Atlanta,Georgia,3264.57,3264.57,bid_price,True,no_truck,0.000458
bid_price,285,20,Texas,Dallas,Texas,2062.35,2062.35,bid_price,True,accept,0.000458
bid_price,286,20,Texas,Philadelphia,Pennsylvania,1358.51,-3449.45,bid_price,False,reject,0.000458
bid_price,287,20,Texas,Dallas,Texas,1879.59,1879.59,bid_price,True,accept,0.000458
bid_price,288,20,Texas,Dallas,Texas,2266.82,2266.82,bid_price,True,accept,0.000500
bid_price,289,20,Texas,Dallas,Texas,1768.71,1768.71,bid_price,True,no_truck,0.000458
bid_price,290,20,Texas,Dallas,Texas,1811.57,1811.57,bid_price,True,no_truck,0.000459
bid_price,291,21,Texas,Dallas,Texas,1929.58,1929.58,bid_price,True,accept,0.000541
bid_price,292,21,Texas,Dallas,Texas,1847.39,1847.39,bid_price,True,accept,0.000459
bid_price,293,21,Texas,Dallas,Texas,1961.07,1961.07,bid_price,True,accept,0.000417
bid_price,294,21,Texas,Dallas,Texas,1758.90,1758.90,bid_price,True,accept,0.000458
bid_price,295,21,Texas,Dallas,Texas,2360.30,2360.30,bid_price,True,accept,0.000458
bid_price,296,21,Georgia,Atlanta,Georgia,3274.92,3274.92,bid_price,True,accept,0.000417
bid_price,297,21,Texas,Dallas,Texas,1995.16,1995.16,bid_price,True,accept,0.000417
bid_price,298,21,Georgia,Atlanta,Georgia,3388.47,3388.47,bid_price,True,accept,0.000542
bid_price,299,21,Georgia,Atlanta,Georgia,2936.90,2936.90,bid_price,True,accept,0.000417
bid_price,300,22,Texas,Dallas,Texas,2398.33,2398.33,bid_price,True,accept,0.000417
bid_price,301,22,Texas,Dallas,Texas,2009.00,2009.00,bid_price,True,accept,0.000417
bid_price,302,22,Texas,Dallas,Texas,2428.48,2428.48,bid_price,True,accept,0.000416
bid_price,303,22,Texas,Dallas,Texas,2175.55,2175.55,bid_price,True,accept,0.000417
bid_price,304,22,Georgia,Atlanta,Georgia,2695.53,2695.53,bid_price,True,accept,0.000458
bid_price,305,22,Georgia,Atlanta,Georgia,3324.22,3324.22,bid_price,True,accept,0.000417
bid_price,306,22,Texas,Dallas,Texas,1858.22,1858.22,bid_price,True,accept,0.000417
bid_price,307,22,Texas,Dallas,Texas,1731.39,1731.39,bid_price,True,accept,0.000417
bid_price,308,22,Texas,Dallas,Texas,1894.11,1894.11,bid_price,True,accept,0.000417
bid_price,309,22,Texas,Dallas,Texas,2228.57,2228.57,bid_price,True,accept,0.000459
bid_price,310,22,Texas,Dallas,Texas,1888.30,1888.30,bid_price,True,accept,0.000459
bid_price,311,22,Texas,Dallas,Texas,1661.73,1661.73,bid_price,True,accept,0.000458
bid_price,312,23,Texas,Dallas,Texas,2168.21,2168.21,bid_price,True,accept,0.000458
bid_price,313,23,Texas,Dallas,Texas,2044.80,2044.80,bid_price,True,accept,0.000459
bid_price,314,23,Texas,Dallas,Texas,1935.65,1935.65,bid_price,True,accept,0.000416
bid_price,315,23,Texas,Dallas,Texas,2106.59,2106.59,bid_price,True,accept,0.000417
bid_price,316,23,Texas,Dallas,Texas,1892.69,1892.69,bid_price,True,accept,0.000458
bid_price,317,23,Texas,Dallas,Texas,2102.96,2102.96,bid_price,True,accept,0.000458
bid_price,318,23,Texas,Dallas,Texas,2286.16,2286.16,bid_price,True,accept,0.000458
bid_price,319,23,Texas,Dallas,Texas,2205.01,2205.01,bid_price,True,accept,0.000458
bid_price,320,23,Texas,Dallas,Texas,1857.00,1857.00,bid_price,True,no_truck,0.000459
bid_price,321,23,Texas,Dallas,Texas,2519.09,2519.09,bid_price,True,no_truck,0.000417
bid_price,322,23,Georgia,Atlanta,Georgia,3378.56,3378.56,bid_price,True,accept,0.000458
bid_price,323,24,Texas,Dallas,Texas,2301.57,2301.57,bid_price,True,accept,0.000416
bid_price,324,24,Texas,Dallas,Texas,2201.61,2201.61,bid_price,True,accept,0.000416
bid_price,325,24,Texas,Dallas,Texas,2231.17,2231.17,bid_price,True,accept,0.000417
bid_price,326,24,Texas,Dallas,Texas,2046.16,2046.16,bid_price,True,accept,0.000417
bid_price,327,24,Texas,Dallas,Texas,2244.29,2244.29,bid_price,True,accept,0.000417
bid_price,328,24,Texas,Dallas,Texas,1957.97,1957.97,bid_price,True,accept,0.000458
bid_price,329,24,Georgia,Atlanta,Georgia,2990.85,2990.85,bid_price,True,accept,0.000417
bid_price,330,24,Texas,Dallas,Texas,1508.79,1508.79,bid_price,True,accept,0.000417
bid_price,331,24,Georgia,Atlanta,Georgia,2961.26,2961.26,bid_price,True,accept,0.000459
bid_price,332,24,Texas,Dallas,Texas,2005.56,2005.56,bid_price,True,accept,0.000416
bid_price,333,24,Texas,Dallas,Texas,2058.21,2058.21,bid_price,True,accept,0.000458
bid_price,334,24,Texas,Dallas,Texas,1948.27,1948.27,bid_price,True,accept,0.000500
bid_price,335,24,Texas,Dallas,Texas,2131.37,2131.37,bid_price,True,accept,0.000458
bid_price,336,24,Texas,Dallas,Texas,1982.25,1982.25,bid_price,True,no_truck,0.000417
bid_price,337,24,Texas,Dallas,Texas,1939.51,1939.51,bid_price,True,no_truck,0.000458
bid_price,338,24,Georgia,Atlanta,Georgia,3136.59,3136.59,bid_price,True,accept,0.000417
bid_price,339,24,Texas,Dallas,Texas,2114.24,2114.24,bid_price,True,no_truck,0.000417
bid_price,340,24,Texas,Dallas,Texas,2062.56,2062.56,bid_price,True,no_truck,0.000458
bid_price,341,24,Texas,Dallas,Texas,2122.73,2122.73,bid_price,True,no_truck,0.000417
bid_price,342,25,Texas,Dallas,Texas,2263.02,2263.02,bid_price,True,accept,0.000416
bid_price,343,25,Texas,Dallas,Texas,1701.78,1701.78,bid_price,True,accept,0.000417
bid_price,344,25,Georgia,Atlanta,Georgia,2793.56,2793.56,bid_price,True,accept,0.000459
bid_price,345,25,Georgia,Atlanta,Georgia,2547.98,2547.98,bid_price,True,accept,0.000417
bid_price,346,25,Texas,Dallas,Texas,2171.10,2171.10,bid_price,True,accept,0.000458
bid_price,347,25,Texas,Dallas,Texas,2043.46,2043.46,bid_price,True,accept,0.000459
bid_price,348,25,Texas,Dallas,Texas,2365.39,2365.39,bid_price,True,accept,0.000458
bid_price,349,25,Texas,Dallas,Texas,2208.67,2208.67,bid_price,True,accept,0.000458
bid_price,350,25,Texas,Dallas,Texas,2262.68,2262.68,bid_price,True,accept,0.000417
bid_price,351,25,Texas,Dallas,Texas,2490.69,2490.69,bid_price,True,accept,0.000417
bid_price,352,26,Texas,Dallas,Texas,1614.52,1614.52,bid_price,True,accept,0.000417
bid_price,353,26,Texas,Dallas,Texas,2014.43,2014.43,bid_price,True,accept,0.000459
bid_price,354,26,Texas,Dallas,Texas,2129.98,2129.98,bid_price,True,accept,0.000459
bid_price,355,26,California,Dallas,Texas,-495.20,4216.54,bid_price,True,accept,0.000458
bid_price,356,26,Texas,Dallas,Texas,2111.02,2111.02,bid_price,True,accept,0.000458
bid_price,357,26,Texas,Dallas,Texas,2052.99,2052.99,bid_price,True,accept,0.000458
bid_price,358,26,Texas,Dallas,Texas,2070.83,2070.83,bid_price,True,accept,0.000458
bid_price,359,26,California,Dallas,Texas,-2455.65,2256.09,bid_price,True,no_truck,0.000458
bid_price,360,26,Georgia,Atlanta,Georgia,3025.63,3025.63,bid_price,True,accept,0.000458
bid_price,361,26,Texas,Dallas,Texas,1925.81,1925.81,bid_price,True,accept,0.000458
bid_price,362,26,Texas,Dallas,Texas,2039.23,2039.23,bid_price,True,accept,0.000459
bid_price,363,26,Texas,Dallas,Texas,2333.31,2333.31,bid_price,True,accept,0.000458
bid_price,364,26,Texas,Dallas,Texas,2094.66,2094.66,bid_price,True,accept,0.000458
bid_price,365,26,Texas,Dallas,Texas,2128.31,2128.31,bid_price,True,no_truck,0.000417
bid_price,366,27,Texas,Dallas,Texas,2112.44,2112.44,bid_price,True,accept,0.000458
bid_price,367,27,Texas,Dallas,Texas,1876.52,1876.52,bid_price,True,accept,0.000459
bid_price,368,27,Georgia,Miami,Florida,1985.86,473.95,bid_price,True,accept,0.000458
bid_price,369,27,Texas,Dallas,Texas,1622.24,1622.24,bid_price,True,accept,0.000458
bid_price,370,27,Texas,Dallas,Texas,2111.61,2111.61,bid_price,True,accept,0.000458
bid_price,371,27,Texas,Dallas,Texas,2206.83,2206.83,bid_price,True,accept,0.000500
bid_price,372,27,Texas,Dallas,Texas,2202.32,2202.32,bid_price,True,accept,0.000458
