origin_state,origin_name,destination_state,destination_name,tons_2024,value_2024,tmiles_2024
37,North Carolina,36,New York,1196.427394,6493.732235,777.784393
40,Oklahoma,47,Tennessee,1189.680898,1321.629952,900.821441
48,Texas,18,Indiana,1179.438045,5800.264616,1218.204019
36,New York,51,Virginia,1175.984697,3438.845329,505.200301
39,Ohio,01,Alabama,1172.653699,3525.397713,767.745154
16,Idaho,06,California,1159.647877,2199.200768,954.994306
36,New York,12,Florida,1157.343280,5468.433556,1436.807571
39,Ohio,45,South Carolina,1153.580447,3082.964660,661.180072
55,Wisconsin,47,Tennessee,1139.509814,3615.580728,795.861254
01,Alabama,17,Illinois,1127.642531,2148.998772,739.250517
48,Texas,53,Washington,1124.625763,2871.425939,2421.651484
31,Nebraska,17,Illinois,1123.351815,3332.457645,586.815728
42,Pennsylvania,45,South Carolina,1122.925483,4167.876932,693.236503
32,Nevada,04,Arizona,1122.030545,1488.305992,465.802019
51,Virginia,21,Kentucky,1122.020595,2225.488520,458.043392
28,Mississippi,12,Florida,1119.508914,3012.884751,600.953021
45,South Carolina,42,Pennsylvania,1119.373017,2998.157686,682.704560
08,Colorado,20,Kansas,1114.532351,2976.685491,498.995419
13,Georgia,18,Indiana,1110.329364,3432.873984,669.230914
29,Missouri,39,Ohio,1104.759074,3056.306817,594.772594
37,North Carolina,26,Michigan,1100.599226,3636.414077,810.897553
44,Rhode Island,09,Connecticut,1100.446245,4323.015392,80.572862
40,Oklahoma,31,Nebraska,1094.595785,519.516750,530.603675
05,Arkansas,21,Kentucky,1078.405273,701.252529,515.176972
34,New Jersey,06,California,1078.181069,7320.489402,3110.561854
22,Louisiana,12,Florida,1072.843122,1689.917862,625.705255
09,Connecticut,44,Rhode Island,1070.535605,2789.849154,87.850611
26,Michigan,29,Missouri,1065.653286,5790.041770,688.539564
21,Kentucky,45,South Carolina,1063.160138,1988.696170,457.000553
27,Minnesota,48,Texas,1055.994486,4685.457918,1208.394288
49,Utah,30,Montana,1049.516266,2446.745827,548.913779
39,Ohio,27,Minnesota,1047.007708,3418.689394,853.398345
50,Vermont,36,New York,1045.331497,1709.138494,211.256440
53,Washington,30,Montana,1035.036332,2902.687105,506.281722
36,New York,33,New Hampshire,1031.851290,2307.346063,211.070419
36,New York,13,Georgia,1026.949025,4017.243469,954.702020
34,New Jersey,37,North Carolina,1023.509963,6832.770058,561.835311
31,Nebraska,27,Minnesota,1019.735238,1746.711426,413.565182
37,North Carolina,18,Indiana,1013.830233,10086.107892,608.155636
36,New York,37,North Carolina,994.269001,4742.933055,647.298642
51,Virginia,18,Indiana,984.777243,2164.255583,549.366435
01,Alabama,18,Indiana,982.088477,2089.864672,501.294763
42,Pennsylvania,55,Wisconsin,980.952959,2751.981183,807.005538
37,North Carolina,01,Alabama,980.644594,2987.386317,466.159277
51,Virginia,17,Illinois,979.241539,3597.614874,743.196615
08,Colorado,29,Missouri,973.883782,1241.240181,747.443378
29,Missouri,13,Georgia,970.005437,2531.533530,629.327709
22,Louisiana,34,New Jersey,969.300867,695.755736,1311.806678
49,Utah,56,Wyoming,969.131952,1241.740083,292.344271
26,Michigan,06,California,955.897581,5891.147211,2165.344939
06,California,18,Indiana,955.006681,6102.900762,2047.239788
25,Massachusetts,48,Texas,949.086824,4489.413642,1794.702242
48,Texas,45,South Carolina,949.012653,3015.664064,1008.706797
54,West Virginia,21,Kentucky,947.822544,1213.682212,260.391193
31,Nebraska,48,Texas,944.444315,3213.177486,708.321214
05,Arkansas,01,Alabama,943.403837,1256.929329,377.857678
29,Missouri,27,Minnesota,943.251532,2271.401060,532.495669
13,Georgia,22,Louisiana,940.702674,2665.166510,532.354643
18,Indiana,28,Mississippi,939.980725,1834.838873,571.487181
40,Oklahoma,06,California,939.605482,3293.544105,1366.222571
34,New Jersey,13,Georgia,939.049527,3976.339644,802.927075
36,New York,24,Maryland,938.864153,2912.150477,307.136143
45,South Carolina,17,Illinois,938.517179,3467.236011,748.404811
51,Virginia,11,District of Columbia,934.718878,6482.456059,49.531500
06,California,16,Idaho,934.241834,2493.881598,754.874789
33,New Hampshire,36,New York,933.490237,1469.294535,280.704872
32,Nevada,48,Texas,933.478588,1364.785867,1281.834340
20,Kansas,06,California,923.955584,4222.012665,1408.384506
24,Maryland,37,North Carolina,915.802999,2184.417103,337.028135
19,Iowa,26,Michigan,913.034973,2711.187075,464.577146
25,Massachusetts,34,New Jersey,912.455741,3117.487072,204.000527
12,Florida,06,California,912.380094,5476.768978,2340.928779
05,Arkansas,17,Illinois,909.478865,2118.102076,452.776847
39,Ohio,20,Kansas,901.320357,3230.733850,717.795774
06,California,26,Michigan,898.121879,5680.477174,2057.782266
39,Ohio,24,Maryland,897.315376,4006.485233,366.974925
27,Minnesota,06,California,895.515017,4767.539940,1709.544493
55,Wisconsin,12,Florida,895.275052,3850.353359,1191.125998
24,Maryland,54,West Virginia,894.817656,1140.726577,188.778719
06,California,24,Maryland,894.668196,4454.830720,2477.880156
26,Michigan,36,New York,893.789942,3976.649062,479.103076
47,Tennessee,55,Wisconsin,891.213273,3546.831190,642.113702
09,Connecticut,33,New Hampshire,889.312906,2599.934141,152.167135
42,Pennsylvania,21,Kentucky,883.615794,3518.147661,463.372133
06,California,55,Wisconsin,881.655624,4694.905103,1841.980168
18,Indiana,06,California,881.068247,5344.182987,1900.018269
01,Alabama,42,Pennsylvania,880.112945,2268.463232,742.802095
12,Florida,28,Mississippi,875.249355,1161.858648,489.720772
51,Virginia,25,Massachusetts,874.688717,2405.148883,537.983254
48,Texas,34,New Jersey,869.587595,4131.094908,1419.833350
21,Kentucky,06,California,865.992052,3290.180929,1879.713751
01,Alabama,31,Nebraska,862.664510,563.398832,830.514496
13,Georgia,34,New Jersey,860.908743,2246.915428,730.514142
12,Florida,39,Ohio,859.885399,3444.733981,850.152558
12,Florida,47,Tennessee,857.639091,2407.626536,553.565434
32,Nevada,49,Utah,853.952410,1826.058553,313.094979
36,New York,18,Indiana,853.235431,4149.348404,524.668197
17,Illinois,40,Oklahoma,851.745437,1933.891434,599.098772
51,Virginia,48,Texas,849.013811,4731.786638,1140.891918
20,Kansas,05,Arkansas,848.500119,1069.987696,332.511269
27,Minnesota,18,Indiana,846.798326,2845.719310,550.378837
22,Louisiana,17,Illinois,832.400172,1655.769898,684.369587
45,South Carolina,18,Indiana,829.158926,2492.986682,514.691375
23,Maine,09,Connecticut,826.258288,838.089024,233.264012
19,Iowa,06,California,825.812574,3438.101355,1450.265034
08,Colorado,04,Arizona,821.000769,1495.509686,658.549650
37,North Carolina,54,West Virginia,814.392220,1521.204905,258.208474
06,California,29,Missouri,812.955081,5905.561965,1425.133390
24,Maryland,39,Ohio,808.408132,2131.566877,301.176853
17,Illinois,34,New Jersey,807.536594,3731.452847,699.932004
28,Mississippi,37,North Carolina,805.026210,1785.024734,541.438835
18,Indiana,34,New Jersey,798.506468,2279.749156,586.089580
27,Minnesota,26,Michigan,793.910211,2384.763058,494.361043
05,Arkansas,06,California,793.030796,2175.554292,1360.689724
48,Texas,24,Maryland,791.721313,1925.542382,1180.291597
12,Florida,51,Virginia,791.211860,3761.431215,579.191451
37,North Carolina,34,New Jersey,788.496227,3406.947787,424.934750
45,South Carolina,06,California,788.210367,3411.922237,1998.218937
17,Illinois,28,Mississippi,786.150116,1726.639906,457.416647
26,Michigan,13,Georgia,784.568370,4189.008461,645.570897
42,Pennsylvania,01,Alabama,779.586686,1932.810585,654.661667
27,Minnesota,35,New Mexico,779.435118,665.240018,948.513706
27,Minnesota,39,Ohio,773.053099,2700.021809,633.784901
08,Colorado,40,Oklahoma,772.287037,931.535958,516.224582
42,Pennsylvania,29,Missouri,770.194790,4011.584243,661.585914
48,Texas,21,Kentucky,766.623869,3309.401091,773.051786
17,Illinois,45,South Carolina,761.639428,2067.517788,597.688096
21,Kentucky,55,Wisconsin,761.314091,1755.947153,437.015422
01,Alabama,26,Michigan,761.090910,2138.762469,599.167763
13,Georgia,36,New York,748.202057,2606.681935,702.072530
51,Virginia,06,California,744.720542,3508.431814,1964.019795
36,New York,55,Wisconsin,743.941116,2364.139022,656.496417
26,Michigan,37,North Carolina,743.198696,3986.738973,547.730045
13,Georgia,55,Wisconsin,737.651706,2108.956311,698.962051
29,Missouri,26,Michigan,737.343254,2297.520692,437.244777
40,Oklahoma,17,Illinois,734.393142,2029.246410,528.160111
48,Texas,27,Minnesota,732.212028,2788.615340,824.947794
01,Alabama,06,California,730.021555,3966.103552,1541.746562
26,Michigan,34,New Jersey,726.474849,3770.993432,488.781229
55,Wisconsin,21,Kentucky,721.931111,1863.326198,394.041019
13,Georgia,29,Missouri,718.762151,2429.731931,503.601647
26,Michigan,12,Florida,716.550000,4509.872776,885.481101
06,California,47,Tennessee,716.304905,6701.048540,1473.756729
06,California,27,Minnesota,715.597980,4390.459276,1393.138538
17,Illinois,08,Colorado,712.801985,2999.892078,696.229942
48,Texas,19,Iowa,708.730349,2429.711191,627.745147
20,Kansas,27,Minnesota,702.140752,1341.926705,376.565329
55,Wisconsin,36,New York,701.589745,2800.184517,652.336042
13,Georgia,24,Maryland,700.959044,1785.398763,488.679255
36,New York,45,South Carolina,700.057274,3041.058818,552.332408
12,Florida,22,Louisiana,698.812709,1515.815157,368.826260
49,Utah,48,Texas,698.699378,3530.692831,899.067434
01,Alabama,29,Missouri,695.008387,1557.879899,384.637650
21,Kentucky,12,Florida,692.325913,2403.406742,560.840706
26,Michigan,19,Iowa,689.972983,2405.676384,352.426551
22,Louisiana,39,Ohio,685.955160,1105.683844,683.064486
13,Georgia,26,Michigan,684.770545,2796.796084,553.950800
26,Michigan,27,Minnesota,682.597542,2827.828663,421.792239
49,Utah,53,Washington,682.081275,1727.486092,558.647074
55,Wisconsin,01,Alabama,678.361551,1598.968680,615.417768
19,Iowa,42,Pennsylvania,672.573532,2870.934150,636.555399
20,Kansas,55,Wisconsin,671.681065,1987.621379,446.120388
48,Texas,51,Virginia,668.516567,2604.942729,877.362166
17,Illinois,51,Virginia,667.004254,4005.397883,515.038869
01,Alabama,05,Arkansas,660.916138,1376.845393,272.812158
51,Virginia,01,Alabama,658.619515,1623.626892,423.025921
39,Ohio,25,Massachusetts,656.682995,2455.710595,478.310522
55,Wisconsin,31,Nebraska,655.117251,1598.486598,353.270208
48,Texas,56,Wyoming,648.778357,1287.624517,748.785091
20,Kansas,42,Pennsylvania,648.279911,2058.870847,714.742253
01,Alabama,55,Wisconsin,647.531920,1132.320092,574.726319
46,South Dakota,56,Wyoming,641.256918,337.226603,129.247434
41,Oregon,49,Utah,638.164313,1207.337463,438.431383
17,Illinois,25,Massachusetts,634.895247,2294.928737,683.481032
18,Indiana,51,Virginia,634.855604,2192.432439,377.423774
17,Illinois,22,Louisiana,624.616940,1546.804764,515.791957
20,Kansas,18,Indiana,623.966408,1435.793082,376.984314
40,Oklahoma,19,Iowa,620.213442,792.911936,343.043420
19,Iowa,38,North Dakota,618.540686,1085.582376,342.265026
18,Indiana,05,Arkansas,613.321215,1304.463778,342.325575
47,Tennessee,22,Louisiana,607.366774,3466.425429,311.682288
35,New Mexico,08,Colorado,606.199103,1153.095477,234.036366
18,Indiana,31,Nebraska,605.009724,1252.490490,394.083013
12,Florida,36,New York,604.019020,3127.687953,759.823820
06,California,37,North Carolina,602.838464,5511.965205,1525.940872
38,North Dakota,17,Illinois,602.713546,681.712124,560.473341
39,Ohio,05,Arkansas,600.971377,1604.449675,448.964804
53,Washington,49,Utah,599.780300,1369.958859,453.147552
06,California,35,New Mexico,599.681443,1831.977605,507.899126
28,Mississippi,29,Missouri,596.207943,2802.752413,269.589284
18,Indiana,20,Kansas,595.332629,1294.747372,382.966011
29,Missouri,12,Florida,595.262902,2779.293603,627.936424
37,North Carolina,55,Wisconsin,591.685972,2433.548823,572.534240
12,Florida,55,Wisconsin,586.055234,1036.359432,781.944240
05,Arkansas,20,Kansas,585.929923,891.993597,220.223282
29,Missouri,53,Washington,584.238467,1334.417015,1125.752366
48,Texas,38,North Dakota,584.142431,1706.079926,810.984032
09,Connecticut,39,Ohio,583.552730,1261.211844,366.996995
40,Oklahoma,13,Georgia,583.176541,1148.713676,501.666868
22,Louisiana,06,California,582.359142,2127.379717,1074.523457
31,Nebraska,55,Wisconsin,582.065004,1761.133418,326.093337
19,Iowa,13,Georgia,580.652167,3259.054651,546.224524
24,Maryland,12,Florida,580.650811,2787.565230,564.796326
50,Vermont,25,Massachusetts,580.498511,839.671982,115.126800
18,Indiana,54,West Virginia,580.197716,1199.310603,210.019603
08,Colorado,17,Illinois,579.864263,5024.321494,587.449661
06,California,01,Alabama,579.577720,6327.103338,1227.168357
22,Louisiana,40,Oklahoma,578.216019,759.693228,291.498484
22,Louisiana,37,North Carolina,574.659042,1006.172206,494.631595
05,Arkansas,42,Pennsylvania,569.712968,1655.833642,588.494298
16,Idaho,48,Texas,568.365137,805.385627,942.265723
39,Ohio,28,Mississippi,566.929184,2188.724050,424.480700
34,New Jersey,18,Indiana,566.563128,3907.982217,411.763180
47,Tennessee,20,Kansas,565.539172,2021.790564,359.616235
45,South Carolina,21,Kentucky,565.388548,2018.374945,255.348779
29,Missouri,49,Utah,565.330159,927.952727,618.120868
13,Georgia,05,Arkansas,562.158256,1716.415663,327.327407
25,Massachusetts,17,Illinois,560.751118,1864.447901,598.577344
27,Minnesota,29,Missouri,557.940256,2010.494253,281.584947
20,Kansas,13,Georgia,557.754919,3233.666467,521.945545
37,North Carolina,29,Missouri,553.341969,2118.908086,490.163631
29,Missouri,08,Colorado,551.674536,1810.586962,410.388380
35,New Mexico,06,California,551.558839,1046.935340,474.974897
05,Arkansas,12,Florida,551.422976,1252.201102,523.481552
54,West Virginia,18,Indiana,551.373976,1034.955828,197.217556
25,Massachusetts,06,California,550.270486,3388.194200,1657.806522
55,Wisconsin,45,South Carolina,545.535240,1426.597796,535.146309
26,Michigan,45,South Carolina,545.294215,9327.537200,422.271325
39,Ohio,40,Oklahoma,542.908422,1846.627619,507.940807
27,Minnesota,42,Pennsylvania,542.587041,2403.766519,636.268071
45,South Carolina,26,Michigan,539.954416,2429.779366,447.075738
28,Mississippi,17,Illinois,539.347752,3966.783037,333.477495
16,Idaho,17,Illinois,539.203970,810.132295,861.847000
37,North Carolina,25,Massachusetts,538.133858,2917.051279,444.784740
05,Arkansas,39,Ohio,535.532796,1463.424459,414.231238
06,California,51,Virginia,535.095093,5975.129244,1398.415593
08,Colorado,39,Ohio,531.387395,1236.179902,698.564469
12,Florida,18,Indiana,531.210219,1521.436488,525.506269
17,Illinois,24,Maryland,530.629708,3156.359091,418.614731
21,Kentucky,19,Iowa,529.142804,838.937574,323.305263
29,Missouri,28,Mississippi,527.926835,874.352569,216.497218
45,South Carolina,24,Maryland,527.428655,2094.955947,265.869191
29,Missouri,37,North Carolina,526.955786,2224.409686,434.430469
18,Indiana,24,Maryland,526.630676,2233.386644,336.763088
12,Florida,34,New Jersey,525.079407,1934.770065,602.697855
51,Virginia,10,Delaware,524.066281,1250.716921,119.631883
04,Arizona,49,Utah,522.454922,1418.287710,288.898697
47,Tennessee,19,Iowa,520.606037,1875.501113,365.745730
41,Oregon,27,Minnesota,516.017318,590.691573,868.704684
06,California,40,Oklahoma,515.935021,3568.279904,765.439132
22,Louisiana,47,Tennessee,514.570725,794.535198,283.890028
55,Wisconsin,37,North Carolina,513.179000,2316.054204,494.109293
06,California,25,Massachusetts,509.224831,3522.388646,1568.953780
24,Maryland,17,Illinois,505.083427,2198.588667,392.848803
40,Oklahoma,08,Colorado,504.616641,1379.660680,319.273541
22,Louisiana,45,South Carolina,502.948169,737.914077,396.345644
42,Pennsylvania,33,New Hampshire,499.183653,1655.269020,210.205472
44,Rhode Island,36,New York,497.517514,1236.402508,108.675770
55,Wisconsin,34,New Jersey,497.439281,1963.196892,502.997654
16,Idaho,55,Wisconsin,497.121161,1249.061189,732.785456
51,Virginia,09,Connecticut,495.923551,1121.040270,245.523576
46,South Dakota,30,Montana,493.358431,319.982426,208.462098
47,Tennessee,36,New York,493.295783,4128.379947,437.156570
55,Wisconsin,25,Massachusetts,489.650086,1820.781832,571.932258
47,Tennessee,34,New Jersey,488.465233,5612.144386,386.140021
18,Indiana,45,South Carolina,488.079455,1977.018038,306.938480
21,Kentucky,36,New York,487.520119,1686.141603,353.456116
28,Mississippi,06,California,487.284294,4230.576507,957.332199
56,Wyoming,06,California,487.025176,355.593932,501.596898
37,North Carolina,27,Minnesota,486.494147,2133.837297,635.350893
42,Pennsylvania,27,Minnesota,485.316327,1426.720777,560.324324
42,Pennsylvania,19,Iowa,484.603946,1779.404473,447.997164
51,Virginia,26,Michigan,484.115427,2174.044270,325.031146
48,Texas,25,Massachusetts,480.325132,2316.811827,920.320029
20,Kansas,39,Ohio,479.399500,2121.157514,367.753204
48,Texas,09,Connecticut,478.608772,2589.176960,910.455626
48,Texas,41,Oregon,477.820110,1784.588035,991.469192
55,Wisconsin,20,Kansas,477.166362,1407.513114,316.951699
24,Maryland,25,Massachusetts,476.993972,2239.274896,208.131891
49,Utah,41,Oregon,476.969401,1170.691678,358.178073
41,Oregon,04,Arizona,476.769298,1734.977238,602.940343
35,New Mexico,22,Louisiana,476.337438,141.806122,467.203256
21,Kentucky,28,Mississippi,475.318792,1651.080581,203.507129
36,New York,21,Kentucky,472.932793,2211.343332,325.746498
39,Ohio,09,Connecticut,471.700792,1884.844093,298.365170
36,New York,54,West Virginia,471.684216,545.394916,205.665973
54,West Virginia,47,Tennessee,469.647595,627.655386,193.869728
36,New York,23,Maine,469.081541,1584.493788,179.886985
26,Michigan,04,Arizona,468.701730,1841.590375,952.454046
39,Ohio,08,Colorado,468.327463,1823.303441,619.295983
17,Illinois,38,North Dakota,467.765371,2428.064926,382.906893
38,North Dakota,18,Indiana,467.047221,280.542628,468.344866
45,South Carolina,55,Wisconsin,466.047893,1172.517230,483.856748
37,North Carolina,05,Arkansas,465.378694,1833.458718,387.100977
38,North Dakota,39,Ohio,464.230615,293.428283,552.046639
31,Nebraska,06,California,463.275839,2266.803556,685.445943
40,Oklahoma,39,Ohio,456.137709,1306.782657,410.024072
09,Connecticut,23,Maine,455.683571,1365.592683,133.080420
04,Arizona,08,Colorado,451.433216,1434.806817,346.609970
21,Kentucky,34,New Jersey,449.543601,1909.215848,329.399550
38,North Dakota,19,Iowa,447.892859,523.522956,231.979795
08,Colorado,55,Wisconsin,446.723689,645.416652,472.404129
12,Florida,24,Maryland,446.130041,1216.302156,423.082723
19,Iowa,21,Kentucky,445.842875,2149.495487,257.676459
45,South Carolina,36,New York,443.249699,1551.164688,349.696228
30,Montana,53,Washington,442.812712,427.369762,238.974455
55,Wisconsin,05,Arkansas,442.244056,1197.921650,337.981095
18,Indiana,22,Louisiana,441.442309,1163.541770,396.101712
47,Tennessee,54,West Virginia,439.319349,1207.958779,160.343849
05,Arkansas,55,Wisconsin,438.830330,1027.323815,339.764159
01,Alabama,40,Oklahoma,437.664667,906.684469,304.114650
51,Virginia,55,Wisconsin,436.459356,1336.917196,413.855691
53,Washington,48,Texas,436.222573,2212.858260,922.750015
24,Maryland,48,Texas,434.523361,2640.079840,620.633111
26,Michigan,05,Arkansas,432.116066,1969.170165,368.346774
54,West Virginia,34,New Jersey,431.196538,480.486355,166.356321
12,Florida,21,Kentucky,430.103021,1378.358734,337.308011
24,Maryland,06,California,429.900613,3773.497505,1175.733184
16,Idaho,32,Nevada,428.119403,505.745752,204.969527
28,Mississippi,45,South Carolina,427.142607,799.010714,232.123237
38,North Dakota,30,Montana,425.735148,448.380001,182.054435
06,California,20,Kansas,422.338888,3750.057314,652.071323
22,Louisiana,29,Missouri,421.030989,585.356669,280.324588
21,Kentucky,24,Maryland,420.533902,1282.762350,236.468111
41,Oregon,17,Illinois,416.421646,1282.812330,844.464059
20,Kansas,12,Florida,416.056790,3543.426712,553.688021
39,Ohio,31,Nebraska,414.983706,1396.858394,360.409368
35,New Mexico,04,Arizona,413.009938,527.546495,156.379599
06,California,30,Montana,411.527924,1031.324467,490.743533
20,Kansas,47,Tennessee,411.450108,1808.354790,274.604068
28,Mississippi,18,Indiana,409.654345,1095.343909,238.311722
54,West Virginia,37,North Carolina,409.151565,4455.464714,128.767066
37,North Carolina,28,Mississippi,406.562443,1421.972239,273.089781
31,Nebraska,39,Ohio,406.503061,1116.888404,354.755184
12,Florida,29,Missouri,406.040300,1044.100102,421.578432
21,Kentucky,05,Arkansas,403.274396,807.460229,176.283850
19,Iowa,37,North Carolina,402.995683,1987.994165,412.731595
34,New Jersey,26,Michigan,399.988405,3003.113998,277.911056
13,Georgia,27,Minnesota,394.934853,1488.587222,473.454779
32,Nevada,41,Oregon,394.269957,662.677509,221.262386
34,New Jersey,28,Mississippi,394.231713,4124.854868,458.303756
05,Arkansas,37,North Carolina,394.205473,760.262922,328.380546
22,Louisiana,42,Pennsylvania,392.020916,1682.694267,486.919271
41,Oregon,48,Texas,391.736942,1668.072979,809.929457
41,Oregon,32,Nevada,390.516340,841.863499,287.875156
01,Alabama,51,Virginia,389.415692,1585.882847,247.418923
06,California,05,Arkansas,388.741025,1601.572472,644.363802
17,Illinois,53,Washington,388.697265,2078.807412,800.651271
26,Michigan,01,Alabama,388.131710,3231.693141,312.079396
37,North Carolina,04,Arizona,388.100246,1724.952859,811.200482
29,Missouri,36,New York,387.809440,2111.401755,407.199436
36,New York,47,Tennessee,386.463742,2658.370346,337.933746
13,Georgia,40,Oklahoma,385.926137,1309.559455,335.020715
40,Oklahoma,27,Minnesota,383.636841,536.178982,300.733047
28,Mississippi,21,Kentucky,382.691404,834.305954,169.353064
40,Oklahoma,18,Indiana,378.395224,626.446536,268.890238
30,Montana,06,California,377.445329,493.823147,458.025652
19,Iowa,08,Colorado,377.393553,1786.131392,273.033285
45,South Carolina,22,Louisiana,375.965439,877.081846,289.479963
06,California,21,Kentucky,375.556992,4998.175904,823.498133
27,Minnesota,34,New Jersey,373.450894,1578.564561,497.189023
47,Tennessee,40,Oklahoma,373.244205,1218.312568,225.716228
20,Kansas,22,Louisiana,372.505770,1284.211716,317.094145
26,Michigan,51,Virginia,372.314872,1306.553855,250.856962
32,Nevada,08,Colorado,372.034631,513.539374,280.036837
40,Oklahoma,42,Pennsylvania,368.610848,1073.159135,475.342805
24,Maryland,26,Michigan,368.234853,1812.465991,217.367702
25,Massachusetts,13,Georgia,367.793219,1594.176554,399.998001
16,Idaho,08,Colorado,367.686649,457.663406,258.466797
17,Illinois,46,South Dakota,365.956444,1206.005780,247.759818
40,Oklahoma,22,Louisiana,365.640367,1141.777390,189.067839
29,Missouri,01,Alabama,362.312867,942.252777,188.947137
39,Ohio,53,Washington,361.306201,1734.549917,872.878254
46,South Dakota,06,California,360.434959,443.766047,527.535642
27,Minnesota,47,Tennessee,358.549256,1739.381696,328.900807
54,West Virginia,36,New York,358.461901,639.766945,164.711982
09,Connecticut,37,North Carolina,355.435664,1710.465669,236.698957
27,Minnesota,20,Kansas,355.213208,861.163422,198.769153
20,Kansas,46,South Dakota,355.109980,315.286923,187.924087
17,Illinois,04,Arizona,354.792815,2509.200948,626.614774
05,Arkansas,45,South Carolina,354.609501,530.337244,277.221687
36,New York,44,Rhode Island,354.350765,1468.451027,91.561054
55,Wisconsin,53,Washington,353.685214,1307.212000,654.939863
19,Iowa,05,Arkansas,352.844591,897.599162,198.658805
55,Wisconsin,46,South Dakota,352.464182,1528.220225,164.472479
19,Iowa,47,Tennessee,351.805735,1099.689847,229.194594
28,Mississippi,39,Ohio,351.411146,3441.343115,263.247158
42,Pennsylvania,23,Maine,351.236864,1558.629821,196.363070
45,South Carolina,28,Mississippi,350.975740,951.974312,203.082081
45,South Carolina,34,New Jersey,350.549183,1455.176629,240.413617
05,Arkansas,36,New York,349.620508,1141.245626,437.608430
41,Oregon,08,Colorado,348.209025,710.496275,396.769344
12,Florida,25,Massachusetts,347.590359,999.395667,507.210682
47,Tennessee,24,Maryland,345.150576,1494.810830,213.076429
06,California,45,South Carolina,345.023114,2482.558457,855.669771
42,Pennsylvania,40,Oklahoma,344.883183,1833.698558,402.281138
12,Florida,40,Oklahoma,344.437191,727.093785,396.239912
24,Maryland,09,Connecticut,343.998369,1440.245711,111.045563
55,Wisconsin,51,Virginia,343.322173,1578.930213,327.211355
36,New York,27,Minnesota,342.494794,1724.819039,422.643772
42,Pennsylvania,20,Kansas,342.486434,1301.175719,371.585302
05,Arkansas,19,Iowa,342.061508,706.359245,193.325453
45,South Carolina,29,Missouri,341.602387,1667.637329,292.248148
42,Pennsylvania,05,Arkansas,341.445831,1076.761650,353.082658
19,Iowa,40,Oklahoma,340.531165,996.435566,193.544578
24,Maryland,13,Georgia,340.416161,1220.896718,232.977503
12,Florida,26,Michigan,338.082208,1162.706105,410.147543
37,North Carolina,08,Colorado,337.287674,1179.499544,544.900396
08,Colorado,53,Washington,337.164926,1145.813510,443.569746
10,Delaware,51,Virginia,337.054752,640.853287,69.464871
56,Wyoming,29,Missouri,335.838871,157.043234,295.927848
08,Colorado,13,Georgia,334.855124,715.090520,493.812116
13,Georgia,19,Iowa,333.909237,1095.370640,314.678685
40,Oklahoma,37,North Carolina,332.372321,851.705015,371.437863
36,New York,10,Delaware,331.765884,1054.257373,94.230013
34,New Jersey,45,South Carolina,331.561689,2729.362503,235.822067
40,Oklahoma,55,Wisconsin,331.404177,723.613994,271.504068
31,Nebraska,18,Indiana,331.339660,1195.361797,228.739254
27,Minnesota,12,Florida,331.337668,1770.182044,527.341722
32,Nevada,53,Washington,330.230708,1283.005666,300.670481
39,Ohio,22,Louisiana,329.357306,922.959090,330.132566
34,New Jersey,50,Vermont,329.044464,1479.369671,110.267511
27,Minnesota,13,Georgia,328.887427,1486.190449,387.857105
21,Kentucky,27,Minnesota,327.162252,1251.451015,273.480453
27,Minnesota,08,Colorado,326.300066,1123.072540,288.542444
29,Missouri,34,New Jersey,325.721975,6896.500090,346.196941
27,Minnesota,41,Oregon,324.421099,545.457764,561.129432
08,Colorado,41,Oregon,323.976961,1064.810608,393.869335
27,Minnesota,53,Washington,322.226026,1252.321950,520.603868
13,Georgia,25,Massachusetts,322.169473,1102.750977,370.905201
22,Louisiana,18,Indiana,322.024104,601.563566,277.444584
10,Delaware,48,Texas,321.629039,714.921020,505.794934
46,South Dakota,55,Wisconsin,320.448459,862.541921,143.436574
16,Idaho,56,Wyoming,320.061986,325.421657,108.108772
09,Connecticut,12,Florida,316.787221,1576.203576,406.395443
26,Michigan,24,Maryland,316.295246,3095.923112,196.075571
54,West Virginia,26,Michigan,315.490858,1375.968298,132.155637
49,Utah,17,Illinois,315.152284,1895.922903,438.283577
45,South Carolina,27,Minnesota,314.275907,1247.074521,418.641547
22,Louisiana,21,Kentucky,313.736104,456.696863,231.506774
05,Arkansas,08,Colorado,313.735151,651.501897,294.637851
45,South Carolina,40,Oklahoma,312.660771,604.205108,321.756111
36,New York,32,Nevada,312.410701,947.819937,791.225689
42,Pennsylvania,44,Rhode Island,311.735128,744.539847,106.975059
33,New Hampshire,09,Connecticut,311.049186,1183.853735,48.151125
29,Missouri,22,Louisiana,310.867556,776.475946,203.400219
34,New Jersey,55,Wisconsin,310.246596,1637.239825,314.596955
27,Minnesota,37,North Carolina,309.607963,1234.513449,389.617290
39,Ohio,04,Arizona,308.499407,1312.039388,602.471496
53,Washington,08,Colorado,308.307859,1007.347775,386.019925
31,Nebraska,56,Wyoming,307.981795,346.487969,144.893101
56,Wyoming,31,Nebraska,307.336286,135.088074,104.157330
18,Indiana,40,Oklahoma,307.328484,1130.971264,228.521904
05,Arkansas,31,Nebraska,304.080141,450.648975,192.496203
06,California,22,Louisiana,303.831984,2686.363085,616.225493
11,District of Columbia,24,Maryland,302.911863,513.272273,8.718746
01,Alabama,36,New York,302.340330,690.796715,310.730152
