load_id,origin_state,origin_name,destination_state,destination_name,destination_city,availability,distance_miles,price,cost,immediate_margin,origin_value,destination_value,opportunity_delta,value_adjusted_margin,myopic_accept,value_accept,case_type
1044,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3164.24,491.92,2672.32,-707.04,-707.04,0.00,2672.32,True,True,agree_accept
1045,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2595.46,539.12,2056.34,1864.89,1864.89,0.00,2056.34,True,True,agree_accept
1046,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3513.12,491.92,3021.21,-707.04,-707.04,0.00,3021.21,True,True,agree_accept
1047,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2638.70,539.12,2099.58,1864.89,1864.89,0.00,2099.58,True,True,agree_accept
1048,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2554.84,539.12,2015.72,1864.89,1864.89,0.00,2015.72,True,True,agree_accept
1049,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2887.39,539.12,2348.27,1864.89,1864.89,0.00,2348.27,True,True,agree_accept
1050,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2239.54,539.12,1700.41,1864.89,1864.89,0.00,1700.41,True,True,agree_accept
1051,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3440.56,491.92,2948.64,-707.04,-707.04,0.00,2948.64,True,True,agree_accept
1052,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2854.31,539.12,2315.19,1864.89,1864.89,0.00,2315.19,True,True,agree_accept
1053,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3558.03,491.92,3066.11,-707.04,-707.04,0.00,3066.11,True,True,agree_accept
1054,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2386.06,539.12,1846.94,1864.89,1864.89,0.00,1846.94,True,True,agree_accept
1055,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,2981.70,491.92,2489.78,-707.04,-707.04,0.00,2489.78,True,True,agree_accept
1056,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2787.75,539.12,2248.62,1864.89,1864.89,0.00,2248.62,True,True,agree_accept
1057,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2336.89,539.12,1797.77,1864.89,1864.89,0.00,1797.77,True,True,agree_accept
1058,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2407.79,539.12,1868.66,1864.89,1864.89,0.00,1868.66,True,True,agree_accept
1059,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2837.80,539.12,2298.68,1864.89,1864.89,0.00,2298.68,True,True,agree_accept
1060,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2417.56,539.12,1878.44,1864.89,1864.89,0.00,1878.44,True,True,agree_accept
1061,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3885.54,491.92,3393.62,-707.04,-707.04,0.00,3393.62,True,True,agree_accept
1062,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2306.92,539.12,1767.80,1864.89,1864.89,0.00,1767.80,True,True,agree_accept
1063,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2853.49,539.12,2314.37,1864.89,1864.89,0.00,2314.37,True,True,agree_accept
1064,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,2903.83,491.92,2411.92,-707.04,-707.04,0.00,2411.92,True,True,agree_accept
1065,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3493.16,491.92,3001.25,-707.04,-707.04,0.00,3001.25,True,True,agree_accept
1066,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3070.37,491.92,2578.45,-707.04,-707.04,0.00,2578.45,True,True,agree_accept
1067,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2800.34,539.12,2261.22,1864.89,1864.89,0.00,2261.22,True,True,agree_accept
1068,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2747.85,539.12,2208.72,1864.89,1864.89,0.00,2208.72,True,True,agree_accept
1069,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3048.77,491.92,2556.86,-707.04,-707.04,0.00,2556.86,True,True,agree_accept
1070,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,4099.55,491.92,3607.63,-707.04,-707.04,0.00,3607.63,True,True,agree_accept
1071,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2411.20,539.12,1872.08,1864.89,1864.89,0.00,1872.08,True,True,agree_accept
1072,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2872.34,539.12,2333.22,1864.89,1864.89,0.00,2333.22,True,True,agree_accept
1073,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2635.55,539.12,2096.43,1864.89,1864.89,0.00,2096.43,True,True,agree_accept
1074,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2861.32,539.12,2322.20,1864.89,1864.89,0.00,2322.20,True,True,agree_accept
1075,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2812.05,539.12,2272.92,1864.89,1864.89,0.00,2272.92,True,True,agree_accept
1076,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2569.50,539.12,2030.38,1864.89,1864.89,0.00,2030.38,True,True,agree_accept
1077,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2721.17,539.12,2182.04,1864.89,1864.89,0.00,2182.04,True,True,agree_accept
1078,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2815.38,539.12,2276.26,1864.89,1864.89,0.00,2276.26,True,True,agree_accept
1079,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2308.22,539.12,1769.09,1864.89,1864.89,0.00,1769.09,True,True,agree_accept
1080,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2239.89,539.12,1700.76,1864.89,1864.89,0.00,1700.76,True,True,agree_accept
1081,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2568.08,539.12,2028.95,1864.89,1864.89,0.00,2028.95,True,True,agree_accept
1082,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2605.82,539.12,2066.70,1864.89,1864.89,0.00,2066.70,True,True,agree_accept
1083,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3231.48,491.92,2739.56,-707.04,-707.04,0.00,2739.56,True,True,agree_accept
1084,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2765.34,539.12,2226.22,1864.89,1864.89,0.00,2226.22,True,True,agree_accept
1085,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2584.28,539.12,2045.16,1864.89,1864.89,0.00,2045.16,True,True,agree_accept
1086,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2531.38,539.12,1992.26,1864.89,1864.89,0.00,1992.26,True,True,agree_accept
1087,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2791.73,539.12,2252.60,1864.89,1864.89,0.00,2252.60,True,True,agree_accept
1088,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,3101.81,539.12,2562.68,1864.89,1864.89,0.00,2562.68,True,True,agree_accept
1089,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2651.39,539.12,2112.27,1864.89,1864.89,0.00,2112.27,True,True,agree_accept
1090,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2485.05,539.12,1945.93,1864.89,1864.89,0.00,1945.93,True,True,agree_accept
1092,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2790.17,539.12,2251.04,1864.89,1864.89,0.00,2251.04,True,True,agree_accept
1093,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3829.54,491.92,3337.62,-707.04,-707.04,0.00,3337.62,True,True,agree_accept
1094,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2837.60,539.12,2298.48,1864.89,1864.89,0.00,2298.48,True,True,agree_accept
1095,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2942.27,539.12,2403.14,1864.89,1864.89,0.00,2403.14,True,True,agree_accept
1096,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2414.87,539.12,1875.75,1864.89,1864.89,0.00,1875.75,True,True,agree_accept
1097,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2618.61,539.12,2079.48,1864.89,1864.89,0.00,2079.48,True,True,agree_accept
1098,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,4071.89,491.92,3579.97,-707.04,-707.04,0.00,3579.97,True,True,agree_accept
1100,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,4362.59,491.92,3870.67,-707.04,-707.04,0.00,3870.67,True,True,agree_accept
1101,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3826.18,491.92,3334.27,-707.04,-707.04,0.00,3334.27,True,True,agree_accept
1102,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2588.41,539.12,2049.29,1864.89,1864.89,0.00,2049.29,True,True,agree_accept
1103,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2494.77,539.12,1955.65,1864.89,1864.89,0.00,1955.65,True,True,agree_accept
1104,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3336.57,491.92,2844.65,-707.04,-707.04,0.00,2844.65,True,True,agree_accept
1105,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2650.19,539.12,2111.07,1864.89,1864.89,0.00,2111.07,True,True,agree_accept
1106,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3557.28,491.92,3065.37,-707.04,-707.04,0.00,3065.37,True,True,agree_accept
1107,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2593.71,539.12,2054.59,1864.89,1864.89,0.00,2054.59,True,True,agree_accept
1108,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3456.35,491.92,2964.43,-707.04,-707.04,0.00,2964.43,True,True,agree_accept
1109,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3306.41,491.92,2814.50,-707.04,-707.04,0.00,2814.50,True,True,agree_accept
1110,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2601.27,539.12,2062.15,1864.89,1864.89,0.00,2062.15,True,True,agree_accept
1111,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2394.75,539.12,1855.63,1864.89,1864.89,0.00,1855.63,True,True,agree_accept
1112,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,3047.46,539.12,2508.33,1864.89,1864.89,0.00,2508.33,True,True,agree_accept
1113,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2482.61,539.12,1943.49,1864.89,1864.89,0.00,1943.49,True,True,agree_accept
1114,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2506.63,539.12,1967.51,1864.89,1864.89,0.00,1967.51,True,True,agree_accept
1115,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2006.36,539.12,1467.23,1864.89,1864.89,0.00,1467.23,True,True,agree_accept
1117,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2736.29,539.12,2197.17,1864.89,1864.89,0.00,2197.17,True,True,agree_accept
1118,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2851.55,539.12,2312.43,1864.89,1864.89,0.00,2312.43,True,True,agree_accept
1120,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2770.90,539.12,2231.77,1864.89,1864.89,0.00,2231.77,True,True,agree_accept
1121,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2644.92,539.12,2105.79,1864.89,1864.89,0.00,2105.79,True,True,agree_accept
1122,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2648.51,539.12,2109.38,1864.89,1864.89,0.00,2109.38,True,True,agree_accept
1123,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3624.22,491.92,3132.31,-707.04,-707.04,0.00,3132.31,True,True,agree_accept
1124,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2740.06,539.12,2200.93,1864.89,1864.89,0.00,2200.93,True,True,agree_accept
1126,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2622.73,539.12,2083.61,1864.89,1864.89,0.00,2083.61,True,True,agree_accept
1127,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2561.57,539.12,2022.45,1864.89,1864.89,0.00,2022.45,True,True,agree_accept
1128,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2620.63,539.12,2081.51,1864.89,1864.89,0.00,2081.51,True,True,agree_accept
1129,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2366.59,539.12,1827.47,1864.89,1864.89,0.00,1827.47,True,True,agree_accept
1130,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2672.36,539.12,2133.24,1864.89,1864.89,0.00,2133.24,True,True,agree_accept
1131,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2687.25,539.12,2148.13,1864.89,1864.89,0.00,2148.13,True,True,agree_accept
1132,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2207.19,539.12,1668.07,1864.89,1864.89,0.00,1668.07,True,True,agree_accept
1134,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2892.41,539.12,2353.29,1864.89,1864.89,0.00,2353.29,True,True,agree_accept
1135,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2582.56,539.12,2043.44,1864.89,1864.89,0.00,2043.44,True,True,agree_accept
1136,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2840.10,539.12,2300.98,1864.89,1864.89,0.00,2300.98,True,True,agree_accept
1137,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2478.46,539.12,1939.34,1864.89,1864.89,0.00,1939.34,True,True,agree_accept
1138,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2446.79,539.12,1907.67,1864.89,1864.89,0.00,1907.67,True,True,agree_accept
1139,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2702.43,539.12,2163.31,1864.89,1864.89,0.00,2163.31,True,True,agree_accept
1140,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2614.52,539.12,2075.40,1864.89,1864.89,0.00,2075.40,True,True,agree_accept
1141,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2913.80,539.12,2374.68,1864.89,1864.89,0.00,2374.68,True,True,agree_accept
1142,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2438.36,539.12,1899.24,1864.89,1864.89,0.00,1899.24,True,True,agree_accept
1143,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2341.55,539.12,1802.42,1864.89,1864.89,0.00,1802.42,True,True,agree_accept
1144,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2511.62,539.12,1972.50,1864.89,1864.89,0.00,1972.50,True,True,agree_accept
1145,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2570.56,539.12,2031.44,1864.89,1864.89,0.00,2031.44,True,True,agree_accept
1146,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2829.12,539.12,2290.00,1864.89,1864.89,0.00,2290.00,True,True,agree_accept
1148,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3663.67,491.92,3171.76,-707.04,-707.04,0.00,3171.76,True,True,agree_accept
1149,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2540.26,539.12,2001.14,1864.89,1864.89,0.00,2001.14,True,True,agree_accept
1150,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2808.11,539.12,2268.99,1864.89,1864.89,0.00,2268.99,True,True,agree_accept
1151,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2338.74,539.12,1799.61,1864.89,1864.89,0.00,1799.61,True,True,agree_accept
1152,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2681.30,539.12,2142.18,1864.89,1864.89,0.00,2142.18,True,True,agree_accept
1153,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2672.97,539.12,2133.85,1864.89,1864.89,0.00,2133.85,True,True,agree_accept
1154,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2802.56,539.12,2263.44,1864.89,1864.89,0.00,2263.44,True,True,agree_accept
1155,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,3014.29,539.12,2475.16,1864.89,1864.89,0.00,2475.16,True,True,agree_accept
1156,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,3075.92,539.12,2536.80,1864.89,1864.89,0.00,2536.80,True,True,agree_accept
1157,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2440.56,539.12,1901.44,1864.89,1864.89,0.00,1901.44,True,True,agree_accept
1158,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3533.81,491.92,3041.90,-707.04,-707.04,0.00,3041.90,True,True,agree_accept
1159,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2658.07,539.12,2118.95,1864.89,1864.89,0.00,2118.95,True,True,agree_accept
1160,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2649.99,539.12,2110.87,1864.89,1864.89,0.00,2110.87,True,True,agree_accept
1161,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3343.95,491.92,2852.03,-707.04,-707.04,0.00,2852.03,True,True,agree_accept
1162,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2896.58,539.12,2357.46,1864.89,1864.89,0.00,2357.46,True,True,agree_accept
1163,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3343.78,491.92,2851.86,-707.04,-707.04,0.00,2851.86,True,True,agree_accept
1164,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2442.26,539.12,1903.14,1864.89,1864.89,0.00,1903.14,True,True,agree_accept
1165,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3231.71,491.92,2739.80,-707.04,-707.04,0.00,2739.80,True,True,agree_accept
1166,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2708.76,539.12,2169.64,1864.89,1864.89,0.00,2169.64,True,True,agree_accept
1167,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2605.08,539.12,2065.96,1864.89,1864.89,0.00,2065.96,True,True,agree_accept
1168,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3176.09,491.92,2684.17,-707.04,-707.04,0.00,2684.17,True,True,agree_accept
1169,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2491.37,539.12,1952.25,1864.89,1864.89,0.00,1952.25,True,True,agree_accept
1170,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2646.93,539.12,2107.80,1864.89,1864.89,0.00,2107.80,True,True,agree_accept
1171,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2670.13,539.12,2131.01,1864.89,1864.89,0.00,2131.01,True,True,agree_accept
1172,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2588.88,539.12,2049.76,1864.89,1864.89,0.00,2049.76,True,True,agree_accept
1173,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2845.78,539.12,2306.66,1864.89,1864.89,0.00,2306.66,True,True,agree_accept
1174,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2622.48,539.12,2083.35,1864.89,1864.89,0.00,2083.35,True,True,agree_accept
1175,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2957.42,539.12,2418.29,1864.89,1864.89,0.00,2418.29,True,True,agree_accept
1176,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2621.06,539.12,2081.93,1864.89,1864.89,0.00,2081.93,True,True,agree_accept
1177,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2578.17,539.12,2039.04,1864.89,1864.89,0.00,2039.04,True,True,agree_accept
1178,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,2843.02,491.92,2351.10,-707.04,-707.04,0.00,2351.10,True,True,agree_accept
1179,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2767.65,539.12,2228.53,1864.89,1864.89,0.00,2228.53,True,True,agree_accept
1180,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3388.95,491.92,2897.03,-707.04,-707.04,0.00,2897.03,True,True,agree_accept
1181,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2550.34,539.12,2011.21,1864.89,1864.89,0.00,2011.21,True,True,agree_accept
1182,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2786.32,539.12,2247.20,1864.89,1864.89,0.00,2247.20,True,True,agree_accept
1184,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2900.93,539.12,2361.80,1864.89,1864.89,0.00,2361.80,True,True,agree_accept
1185,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2522.53,539.12,1983.40,1864.89,1864.89,0.00,1983.40,True,True,agree_accept
1186,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2923.43,539.12,2384.31,1864.89,1864.89,0.00,2384.31,True,True,agree_accept
1187,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2210.54,539.12,1671.42,1864.89,1864.89,0.00,1671.42,True,True,agree_accept
1188,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2946.73,539.12,2407.60,1864.89,1864.89,0.00,2407.60,True,True,agree_accept
1190,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2792.06,539.12,2252.94,1864.89,1864.89,0.00,2252.94,True,True,agree_accept
1191,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2744.32,539.12,2205.20,1864.89,1864.89,0.00,2205.20,True,True,agree_accept
1192,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2498.98,539.12,1959.86,1864.89,1864.89,0.00,1959.86,True,True,agree_accept
1193,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2549.07,539.12,2009.95,1864.89,1864.89,0.00,2009.95,True,True,agree_accept
1194,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2536.38,539.12,1997.26,1864.89,1864.89,0.00,1997.26,True,True,agree_accept
1195,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2798.52,539.12,2259.40,1864.89,1864.89,0.00,2259.40,True,True,agree_accept
1196,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2512.15,539.12,1973.03,1864.89,1864.89,0.00,1973.03,True,True,agree_accept
1197,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2831.12,539.12,2292.00,1864.89,1864.89,0.00,2292.00,True,True,agree_accept
1198,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2604.96,539.12,2065.83,1864.89,1864.89,0.00,2065.83,True,True,agree_accept
1199,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2604.21,539.12,2065.08,1864.89,1864.89,0.00,2065.08,True,True,agree_accept
1201,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2698.01,539.12,2158.89,1864.89,1864.89,0.00,2158.89,True,True,agree_accept
1203,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3431.86,491.92,2939.95,-707.04,-707.04,0.00,2939.95,True,True,agree_accept
1204,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2807.79,539.12,2268.67,1864.89,1864.89,0.00,2268.67,True,True,agree_accept
1206,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3838.90,491.92,3346.98,-707.04,-707.04,0.00,3346.98,True,True,agree_accept
1207,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2877.52,539.12,2338.40,1864.89,1864.89,0.00,2338.40,True,True,agree_accept
1208,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2718.24,539.12,2179.12,1864.89,1864.89,0.00,2179.12,True,True,agree_accept
1209,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2661.85,539.12,2122.73,1864.89,1864.89,0.00,2122.73,True,True,agree_accept
1210,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2552.78,539.12,2013.65,1864.89,1864.89,0.00,2013.65,True,True,agree_accept
1212,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2833.71,539.12,2294.58,1864.89,1864.89,0.00,2294.58,True,True,agree_accept
1213,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2710.49,539.12,2171.37,1864.89,1864.89,0.00,2171.37,True,True,agree_accept
1214,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3583.38,491.92,3091.46,-707.04,-707.04,0.00,3091.46,True,True,agree_accept
1215,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3616.58,491.92,3124.66,-707.04,-707.04,0.00,3124.66,True,True,agree_accept
1216,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2136.84,539.12,1597.71,1864.89,1864.89,0.00,1597.71,True,True,agree_accept
1217,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2371.82,539.12,1832.70,1864.89,1864.89,0.00,1832.70,True,True,agree_accept
1218,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3437.01,491.92,2945.09,-707.04,-707.04,0.00,2945.09,True,True,agree_accept
1219,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2700.28,539.12,2161.16,1864.89,1864.89,0.00,2161.16,True,True,agree_accept
1220,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2792.75,539.12,2253.63,1864.89,1864.89,0.00,2253.63,True,True,agree_accept
1221,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2790.19,539.12,2251.06,1864.89,1864.89,0.00,2251.06,True,True,agree_accept
1222,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2979.89,539.12,2440.77,1864.89,1864.89,0.00,2440.77,True,True,agree_accept
1223,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2920.22,539.12,2381.09,1864.89,1864.89,0.00,2381.09,True,True,agree_accept
1224,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3640.31,491.92,3148.39,-707.04,-707.04,0.00,3148.39,True,True,agree_accept
1225,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2527.79,539.12,1988.67,1864.89,1864.89,0.00,1988.67,True,True,agree_accept
1226,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2833.36,539.12,2294.24,1864.89,1864.89,0.00,2294.24,True,True,agree_accept
1227,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2272.17,539.12,1733.05,1864.89,1864.89,0.00,1733.05,True,True,agree_accept
1228,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2700.93,539.12,2161.81,1864.89,1864.89,0.00,2161.81,True,True,agree_accept
1229,13,Georgia,13,Georgia,Atlanta,Adequate,87.97,3415.53,491.92,2923.62,-707.04,-707.04,0.00,2923.62,True,True,agree_accept
1230,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2800.20,539.12,2261.08,1864.89,1864.89,0.00,2261.08,True,True,agree_accept
1231,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2603.55,539.12,2064.43,1864.89,1864.89,0.00,2064.43,True,True,agree_accept
1232,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2804.97,539.12,2265.84,1864.89,1864.89,0.00,2265.84,True,True,agree_accept
1233,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2685.43,539.12,2146.31,1864.89,1864.89,0.00,2146.31,True,True,agree_accept
1235,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2737.13,539.12,2198.01,1864.89,1864.89,0.00,2198.01,True,True,agree_accept
1236,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2523.15,539.12,1984.02,1864.89,1864.89,0.00,1984.02,True,True,agree_accept
1237,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2496.48,539.12,1957.36,1864.89,1864.89,0.00,1957.36,True,True,agree_accept
1238,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2452.64,539.12,1913.51,1864.89,1864.89,0.00,1913.51,True,True,agree_accept
1239,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2562.74,539.12,2023.62,1864.89,1864.89,0.00,2023.62,True,True,agree_accept
1240,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2645.84,539.12,2106.72,1864.89,1864.89,0.00,2106.72,True,True,agree_accept
1241,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2644.03,539.12,2104.90,1864.89,1864.89,0.00,2104.90,True,True,agree_accept
1242,48,Texas,48,Texas,Dallas,Slight Shortage,105.14,2772.62,539.12,2233.49,1864.89,1864.89,0.00,2233.49,True,True,agree_accept
