scenario,policy,load_id,hour,origin,destination_city,destination_state,availability,available_at_origin,price,direct_cost,margin,future_delta,policy_score,wants_accept,outcome
base_public_calibrated,bid_price_strong_future,288,15,Texas,Dallas,Texas,Slight Shortage,126,2536.72,549.64,1987.08,0.00,1987.08,True,accept
base_public_calibrated,bid_price_strong_future,289,15,Texas,Dallas,Texas,Slight Shortage,125,2833.60,549.64,2283.96,0.00,2283.96,True,accept
base_public_calibrated,bid_price_strong_future,290,15,Texas,Dallas,Texas,Slight Shortage,124,2597.59,549.64,2047.96,0.00,2047.96,True,accept
base_public_calibrated,bid_price_strong_future,291,15,Georgia,Atlanta,Georgia,Adequate,24,3714.89,500.71,3214.18,0.00,3214.18,True,accept
base_public_calibrated,bid_price_strong_future,292,15,Texas,Dallas,Texas,Slight Shortage,123,2029.70,549.64,1480.06,0.00,1480.06,True,accept
base_public_calibrated,bid_price_strong_future,293,15,Texas,Dallas,Texas,Slight Shortage,122,2490.09,549.64,1940.46,0.00,1940.46,True,accept
base_public_calibrated,bid_price_strong_future,294,15,Texas,Dallas,Texas,Slight Shortage,121,2752.95,549.64,2203.31,0.00,2203.31,True,accept
base_public_calibrated,bid_price_strong_future,295,15,Texas,Dallas,Texas,Slight Shortage,120,3246.43,549.64,2696.79,0.00,2696.79,True,accept
base_public_calibrated,bid_price_strong_future,296,15,Texas,Dallas,Texas,Slight Shortage,119,2561.71,549.64,2012.08,0.00,2012.08,True,accept
base_public_calibrated,bid_price_strong_future,297,16,Texas,Dallas,Texas,Slight Shortage,133,2747.75,549.64,2198.11,0.00,2198.11,True,accept
base_public_calibrated,bid_price_strong_future,298,16,Texas,Dallas,Texas,Slight Shortage,132,2441.46,549.64,1891.82,0.00,1891.82,True,accept
base_public_calibrated,bid_price_strong_future,299,16,Texas,Dallas,Texas,Slight Shortage,131,3078.95,549.64,2529.32,0.00,2529.32,True,accept
base_public_calibrated,bid_price_strong_future,300,16,Texas,Dallas,Texas,Slight Shortage,130,2387.56,549.64,1837.93,0.00,1837.93,True,accept
base_public_calibrated,bid_price_strong_future,301,16,Georgia,Atlanta,Georgia,Adequate,28,3612.19,500.71,3111.48,0.00,3111.48,True,accept
base_public_calibrated,bid_price_strong_future,302,16,Texas,Dallas,Texas,Slight Shortage,129,2760.47,549.64,2210.84,0.00,2210.84,True,accept
base_public_calibrated,bid_price_strong_future,303,16,Texas,Dallas,Texas,Slight Shortage,128,2670.00,549.64,2120.36,0.00,2120.36,True,accept
base_public_calibrated,bid_price_strong_future,304,16,Georgia,Atlanta,Georgia,Adequate,27,3305.69,500.71,2804.98,0.00,2804.98,True,accept
base_public_calibrated,bid_price_strong_future,305,16,Texas,Dallas,Texas,Slight Shortage,127,2867.85,549.64,2318.22,0.00,2318.22,True,accept
base_public_calibrated,bid_price_strong_future,306,16,California,Dallas,Texas,Slight Shortage,0,5482.29,4392.82,1089.47,3455.28,6272.38,True,no_truck
base_public_calibrated,bid_price_strong_future,307,16,Georgia,Miami,Florida,Adequate,26,3415.87,1099.75,2316.12,-1108.73,653.02,True,accept
base_public_calibrated,bid_price_strong_future,308,16,Texas,Dallas,Texas,Slight Shortage,126,2619.52,549.64,2069.89,0.00,2069.89,True,accept
base_public_calibrated,bid_price_strong_future,309,16,Texas,Dallas,Texas,Slight Shortage,125,2941.16,549.64,2391.53,0.00,2391.53,True,accept
base_public_calibrated,bid_price_strong_future,310,16,Texas,Dallas,Texas,Slight Shortage,124,2958.58,549.64,2408.94,0.00,2408.94,True,accept
base_public_calibrated,bid_price_strong_future,311,16,Arizona,Los Angeles,California,Slight Surplus,0,1930.74,1505.97,424.77,179.28,693.69,True,no_truck
base_public_calibrated,bid_price_strong_future,312,16,Texas,Dallas,Texas,Slight Shortage,123,2634.98,549.64,2085.34,0.00,2085.34,True,accept
base_public_calibrated,bid_price_strong_future,313,16,Texas,Dallas,Texas,Slight Shortage,122,2562.22,549.64,2012.59,0.00,2012.59,True,accept
base_public_calibrated,bid_price_strong_future,314,16,Texas,Dallas,Texas,Slight Shortage,121,2905.57,549.64,2355.93,0.00,2355.93,True,accept
base_public_calibrated,bid_price_strong_future,315,16,Georgia,Atlanta,Georgia,Adequate,25,3287.37,500.71,2786.66,0.00,2786.66,True,accept
base_public_calibrated,bid_price_strong_future,316,16,Texas,Dallas,Texas,Slight Shortage,120,2594.37,549.64,2044.74,0.00,2044.74,True,accept
base_public_calibrated,bid_price_strong_future,317,16,Texas,Dallas,Texas,Slight Shortage,119,2898.54,549.64,2348.90,0.00,2348.90,True,accept
base_public_calibrated,bid_price_strong_future,318,17,Georgia,Atlanta,Georgia,Adequate,25,3565.73,500.71,3065.01,0.00,3065.01,True,accept
base_public_calibrated,bid_price_strong_future,319,17,Georgia,Atlanta,Georgia,Adequate,24,3724.52,500.71,3223.80,0.00,3223.80,True,accept
base_public_calibrated,bid_price_strong_future,320,17,Texas,Dallas,Texas,Slight Shortage,133,2446.50,549.64,1896.86,0.00,1896.86,True,accept
base_public_calibrated,bid_price_strong_future,321,17,Texas,Dallas,Texas,Slight Shortage,132,2728.03,549.64,2178.39,0.00,2178.39,True,accept
base_public_calibrated,bid_price_strong_future,322,17,Texas,Dallas,Texas,Slight Shortage,131,2825.88,549.64,2276.24,0.00,2276.24,True,accept
base_public_calibrated,bid_price_strong_future,323,17,Texas,Dallas,Texas,Slight Shortage,130,2428.20,549.64,1878.56,0.00,1878.56,True,accept
base_public_calibrated,bid_price_strong_future,324,17,Texas,Dallas,Texas,Slight Shortage,129,2710.88,549.64,2161.25,0.00,2161.25,True,accept
base_public_calibrated,bid_price_strong_future,325,17,Georgia,Atlanta,Georgia,Adequate,23,3514.57,500.71,3013.86,0.00,3013.86,True,accept
base_public_calibrated,bid_price_strong_future,326,17,Texas,Dallas,Texas,Slight Shortage,128,2552.45,549.64,2002.82,0.00,2002.82,True,accept
base_public_calibrated,bid_price_strong_future,327,17,Texas,Dallas,Texas,Slight Shortage,127,2835.77,549.64,2286.13,0.00,2286.13,True,accept
base_public_calibrated,bid_price_strong_future,328,17,Texas,Dallas,Texas,Slight Shortage,126,2539.62,549.64,1989.98,0.00,1989.98,True,accept
base_public_calibrated,bid_price_strong_future,329,17,Georgia,Atlanta,Georgia,Adequate,22,2993.78,500.71,2493.07,0.00,2493.07,True,accept
base_public_calibrated,bid_price_strong_future,330,17,Texas,Dallas,Texas,Slight Shortage,125,2847.44,549.64,2297.81,0.00,2297.81,True,accept
base_public_calibrated,bid_price_strong_future,331,17,Texas,Dallas,Texas,Slight Shortage,124,3098.30,549.64,2548.66,0.00,2548.66,True,accept
base_public_calibrated,bid_price_strong_future,332,17,Texas,Dallas,Texas,Slight Shortage,123,2781.70,549.64,2232.07,0.00,2232.07,True,accept
base_public_calibrated,bid_price_strong_future,333,17,Texas,Dallas,Texas,Slight Shortage,122,2353.07,549.64,1803.44,0.00,1803.44,True,accept
base_public_calibrated,bid_price_strong_future,334,17,Texas,Dallas,Texas,Slight Shortage,121,2406.06,549.64,1856.43,0.00,1856.43,True,accept
base_public_calibrated,bid_price_strong_future,335,17,Texas,Dallas,Texas,Slight Shortage,120,2500.25,549.64,1950.61,0.00,1950.61,True,accept
base_public_calibrated,bid_price_strong_future,336,18,Georgia,Atlanta,Georgia,Adequate,24,3662.09,500.71,3161.38,0.00,3161.38,True,accept
base_public_calibrated,bid_price_strong_future,337,18,Texas,Dallas,Texas,Slight Shortage,129,2318.18,549.64,1768.55,0.00,1768.55,True,accept
base_public_calibrated,bid_price_strong_future,338,18,Georgia,Atlanta,Georgia,Adequate,23,3653.35,500.71,3152.64,0.00,3152.64,True,accept
base_public_calibrated,bid_price_strong_future,339,18,Texas,Dallas,Texas,Slight Shortage,128,2678.17,549.64,2128.54,0.00,2128.54,True,accept
base_public_calibrated,bid_price_strong_future,340,18,Texas,Dallas,Texas,Slight Shortage,127,2990.21,549.64,2440.58,0.00,2440.58,True,accept
base_public_calibrated,bid_price_strong_future,341,18,Texas,Dallas,Texas,Slight Shortage,126,2373.00,549.64,1823.36,0.00,1823.36,True,accept
base_public_calibrated,bid_price_strong_future,342,18,Texas,Dallas,Texas,Slight Shortage,125,2788.54,549.64,2238.90,0.00,2238.90,True,accept
base_public_calibrated,bid_price_strong_future,343,18,Texas,Dallas,Texas,Slight Shortage,124,2985.86,549.64,2436.23,0.00,2436.23,True,accept
base_public_calibrated,bid_price_strong_future,344,18,Texas,Dallas,Texas,Slight Shortage,123,2559.22,549.64,2009.59,0.00,2009.59,True,accept
base_public_calibrated,bid_price_strong_future,345,18,Texas,Dallas,Texas,Slight Shortage,122,2786.85,549.64,2237.21,0.00,2237.21,True,accept
base_public_calibrated,bid_price_strong_future,346,18,California,Philadelphia,Pennsylvania,Slight Shortage,0,9254.92,7933.09,1321.82,-70.57,1215.98,True,no_truck
base_public_calibrated,bid_price_strong_future,347,18,Georgia,Atlanta,Georgia,Adequate,22,3323.03,500.71,2822.32,0.00,2822.32,True,accept
base_public_calibrated,bid_price_strong_future,348,18,Texas,Dallas,Texas,Slight Shortage,121,2609.68,549.64,2060.04,0.00,2060.04,True,accept
base_public_calibrated,bid_price_strong_future,349,18,Texas,Dallas,Texas,Slight Shortage,120,2234.45,549.64,1684.81,0.00,1684.81,True,accept
base_public_calibrated,bid_price_strong_future,350,18,Georgia,Atlanta,Georgia,Adequate,21,3023.03,500.71,2522.31,0.00,2522.31,True,accept
base_public_calibrated,bid_price_strong_future,351,18,Texas,Dallas,Texas,Slight Shortage,119,2347.92,549.64,1798.29,0.00,1798.29,True,accept
base_public_calibrated,bid_price_strong_future,352,18,Texas,Dallas,Texas,Slight Shortage,118,2676.36,549.64,2126.73,0.00,2126.73,True,accept
base_public_calibrated,bid_price_strong_future,353,18,Texas,Dallas,Texas,Slight Shortage,117,2850.61,549.64,2300.98,0.00,2300.98,True,accept
base_public_calibrated,bid_price_strong_future,354,19,Georgia,Atlanta,Georgia,Adequate,21,3824.36,500.71,3323.65,0.00,3323.65,True,accept
base_public_calibrated,bid_price_strong_future,355,19,Texas,Dallas,Texas,Slight Shortage,126,2716.71,549.64,2167.07,0.00,2167.07,True,accept
base_public_calibrated,bid_price_strong_future,356,19,Texas,Dallas,Texas,Slight Shortage,125,2761.21,549.64,2211.58,0.00,2211.58,True,accept
base_public_calibrated,bid_price_strong_future,357,19,Georgia,Atlanta,Georgia,Adequate,20,3989.61,500.71,3488.89,0.00,3488.89,True,accept
base_public_calibrated,bid_price_strong_future,358,19,Texas,Dallas,Texas,Slight Shortage,124,2889.88,549.64,2340.25,0.00,2340.25,True,accept
base_public_calibrated,bid_price_strong_future,359,19,Georgia,Atlanta,Georgia,Adequate,19,3572.82,500.71,3072.11,0.00,3072.11,True,accept
base_public_calibrated,bid_price_strong_future,360,19,Texas,Dallas,Texas,Slight Shortage,123,2896.58,549.64,2346.95,0.00,2346.95,True,accept
base_public_calibrated,bid_price_strong_future,361,19,Georgia,Atlanta,Georgia,Adequate,18,3233.47,500.71,2732.75,0.00,2732.75,True,accept
base_public_calibrated,bid_price_strong_future,362,19,Texas,Dallas,Texas,Slight Shortage,122,2417.62,549.64,1867.98,0.00,1867.98,True,accept
base_public_calibrated,bid_price_strong_future,363,19,Georgia,Atlanta,Georgia,Adequate,17,3201.13,500.71,2700.42,0.00,2700.42,True,accept
base_public_calibrated,bid_price_strong_future,364,19,Texas,Dallas,Texas,Slight Shortage,121,2677.81,549.64,2128.17,0.00,2128.17,True,accept
base_public_calibrated,bid_price_strong_future,365,19,Texas,Dallas,Texas,Slight Shortage,120,2539.63,549.64,1990.00,0.00,1990.00,True,accept
base_public_calibrated,bid_price_strong_future,366,19,Texas,Dallas,Texas,Slight Shortage,119,2492.31,549.64,1942.68,0.00,1942.68,True,accept
base_public_calibrated,bid_price_strong_future,367,19,Texas,Dallas,Texas,Slight Shortage,118,2843.74,549.64,2294.11,0.00,2294.11,True,accept
base_public_calibrated,bid_price_strong_future,368,19,Texas,Dallas,Texas,Slight Shortage,117,2766.36,549.64,2216.73,0.00,2216.73,True,accept
base_public_calibrated,bid_price_strong_future,369,19,Texas,Dallas,Texas,Slight Shortage,116,2659.36,549.64,2109.73,0.00,2109.73,True,accept
base_public_calibrated,bid_price_strong_future,370,19,Georgia,Atlanta,Georgia,Adequate,16,3556.97,500.71,3056.25,0.00,3056.25,True,accept
base_public_calibrated,bid_price_strong_future,371,19,Texas,Dallas,Texas,Slight Shortage,115,2668.27,549.64,2118.63,0.00,2118.63,True,accept
base_public_calibrated,bid_price_strong_future,372,19,Georgia,Atlanta,Georgia,Adequate,15,3727.27,500.71,3226.55,0.00,3226.55,True,accept
base_public_calibrated,bid_price_strong_future,373,20,Texas,Dallas,Texas,Slight Shortage,128,2706.58,549.64,2156.94,0.00,2156.94,True,accept
base_public_calibrated,bid_price_strong_future,374,20,Texas,Dallas,Texas,Slight Shortage,127,2627.79,549.64,2078.16,0.00,2078.16,True,accept
base_public_calibrated,bid_price_strong_future,375,20,Texas,Dallas,Texas,Slight Shortage,126,2702.82,549.64,2153.18,0.00,2153.18,True,accept
base_public_calibrated,bid_price_strong_future,376,20,Texas,Dallas,Texas,Slight Shortage,125,2857.05,549.64,2307.41,0.00,2307.41,True,accept
base_public_calibrated,bid_price_strong_future,377,20,Texas,Dallas,Texas,Slight Shortage,124,2770.02,549.64,2220.38,0.00,2220.38,True,accept
base_public_calibrated,bid_price_strong_future,378,20,Georgia,Atlanta,Georgia,Adequate,18,3393.29,500.71,2892.58,0.00,2892.58,True,accept
base_public_calibrated,bid_price_strong_future,379,20,Texas,Dallas,Texas,Slight Shortage,123,2597.12,549.64,2047.48,0.00,2047.48,True,accept
base_public_calibrated,bid_price_strong_future,380,20,Georgia,Atlanta,Georgia,Adequate,17,3428.49,500.71,2927.77,0.00,2927.77,True,accept
base_public_calibrated,bid_price_strong_future,381,20,Texas,Dallas,Texas,Slight Shortage,122,2566.28,549.64,2016.65,0.00,2016.65,True,accept
base_public_calibrated,bid_price_strong_future,382,20,Texas,Dallas,Texas,Slight Shortage,121,2954.61,549.64,2404.98,0.00,2404.98,True,accept
base_public_calibrated,bid_price_strong_future,383,20,Texas,Dallas,Texas,Slight Shortage,120,2702.28,549.64,2152.64,0.00,2152.64,True,accept
base_public_calibrated,bid_price_strong_future,384,20,Texas,Dallas,Texas,Slight Shortage,119,3192.18,549.64,2642.55,0.00,2642.55,True,accept
base_public_calibrated,bid_price_strong_future,385,20,Texas,Dallas,Texas,Slight Shortage,118,3138.15,549.64,2588.52,0.00,2588.52,True,accept
base_public_calibrated,bid_price_strong_future,386,20,Texas,Dallas,Texas,Slight Shortage,117,2533.58,549.64,1983.95,0.00,1983.95,True,accept
base_public_calibrated,bid_price_strong_future,387,20,Texas,Dallas,Texas,Slight Shortage,116,2612.66,549.64,2063.02,0.00,2063.02,True,accept
base_public_calibrated,bid_price_strong_future,388,20,Texas,Dallas,Texas,Slight Shortage,115,2387.48,549.64,1837.84,0.00,1837.84,True,accept
base_public_calibrated,bid_price_strong_future,389,20,Texas,Dallas,Texas,Slight Shortage,114,2778.82,549.64,2229.18,0.00,2229.18,True,accept
base_public_calibrated,bid_price_strong_future,390,20,Texas,Dallas,Texas,Slight Shortage,113,2842.25,549.64,2292.62,0.00,2292.62,True,accept
base_public_calibrated,bid_price_strong_future,391,20,Texas,Dallas,Texas,Slight Shortage,112,3101.42,549.64,2551.78,0.00,2551.78,True,accept
base_public_calibrated,bid_price_strong_future,392,21,Georgia,Atlanta,Georgia,Adequate,19,3193.24,500.71,2692.53,0.00,2692.53,True,accept
base_public_calibrated,bid_price_strong_future,393,21,Texas,Dallas,Texas,Slight Shortage,129,2707.75,549.64,2158.12,0.00,2158.12,True,accept
base_public_calibrated,bid_price_strong_future,394,21,Texas,Dallas,Texas,Slight Shortage,128,2855.36,549.64,2305.73,0.00,2305.73,True,accept
base_public_calibrated,bid_price_strong_future,395,21,California,Dallas,Texas,Adequate,1,2145.98,4392.82,-2246.85,3455.28,2936.06,True,accept
base_public_calibrated,bid_price_strong_future,396,21,Texas,Dallas,Texas,Slight Shortage,127,2576.05,549.64,2026.41,0.00,2026.41,True,accept
base_public_calibrated,bid_price_strong_future,397,21,Georgia,Miami,Florida,Adequate,18,3911.91,1099.75,2812.16,-1108.73,1149.06,True,accept
base_public_calibrated,bid_price_strong_future,398,21,Texas,Dallas,Texas,Slight Shortage,126,2560.44,549.64,2010.81,0.00,2010.81,True,accept
base_public_calibrated,bid_price_strong_future,399,21,Texas,Dallas,Texas,Slight Shortage,125,2867.20,549.64,2317.56,0.00,2317.56,True,accept
base_public_calibrated,bid_price_strong_future,400,21,Texas,Dallas,Texas,Slight Shortage,124,2515.82,549.64,1966.18,0.00,1966.18,True,accept
base_public_calibrated,bid_price_strong_future,401,21,Texas,Dallas,Texas,Slight Shortage,123,2352.30,549.64,1802.66,0.00,1802.66,True,accept
base_public_calibrated,bid_price_strong_future,402,21,Texas,Dallas,Texas,Slight Shortage,122,2684.85,549.64,2135.21,0.00,2135.21,True,accept
base_public_calibrated,bid_price_strong_future,403,21,Georgia,Atlanta,Georgia,Adequate,17,3192.16,500.71,2691.45,0.00,2691.45,True,accept
base_public_calibrated,bid_price_strong_future,404,21,Texas,Dallas,Texas,Slight Shortage,121,2478.95,549.64,1929.31,0.00,1929.31,True,accept
base_public_calibrated,bid_price_strong_future,405,21,Texas,Dallas,Texas,Slight Shortage,120,2737.52,549.64,2187.89,0.00,2187.89,True,accept
base_public_calibrated,bid_price_strong_future,406,22,Texas,Dallas,Texas,Slight Shortage,134,2615.11,549.64,2065.48,0.00,2065.48,True,accept
base_public_calibrated,bid_price_strong_future,407,22,Texas,Dallas,Texas,Slight Shortage,133,2701.88,549.64,2152.24,0.00,2152.24,True,accept
base_public_calibrated,bid_price_strong_future,408,22,Texas,Dallas,Texas,Slight Shortage,132,2754.92,549.64,2205.28,0.00,2205.28,True,accept
base_public_calibrated,bid_price_strong_future,409,22,Texas,Dallas,Texas,Slight Shortage,131,2825.31,549.64,2275.68,0.00,2275.68,True,accept
base_public_calibrated,bid_price_strong_future,410,22,Texas,Dallas,Texas,Slight Shortage,130,2813.42,549.64,2263.78,0.00,2263.78,True,accept
base_public_calibrated,bid_price_strong_future,411,22,Texas,Dallas,Texas,Slight Shortage,129,2810.61,549.64,2260.98,0.00,2260.98,True,accept
base_public_calibrated,bid_price_strong_future,412,22,Texas,Dallas,Texas,Slight Shortage,128,2722.76,549.64,2173.13,0.00,2173.13,True,accept
base_public_calibrated,bid_price_strong_future,413,22,Texas,Dallas,Texas,Slight Shortage,127,2099.30,549.64,1549.66,0.00,1549.66,True,accept
base_public_calibrated,bid_price_strong_future,414,22,Texas,Dallas,Texas,Slight Shortage,126,2531.01,549.64,1981.37,0.00,1981.37,True,accept
base_public_calibrated,bid_price_strong_future,415,22,Texas,Dallas,Texas,Slight Shortage,125,2503.83,549.64,1954.19,0.00,1954.19,True,accept
base_public_calibrated,bid_price_strong_future,416,22,Texas,Dallas,Texas,Slight Shortage,124,2626.97,549.64,2077.33,0.00,2077.33,True,accept
base_public_calibrated,bid_price_strong_future,417,22,Texas,Dallas,Texas,Slight Shortage,123,2150.49,549.64,1600.85,0.00,1600.85,True,accept
base_public_calibrated,bid_price_strong_future,418,22,Texas,Dallas,Texas,Slight Shortage,122,2504.44,549.64,1954.80,0.00,1954.80,True,accept
base_public_calibrated,bid_price_strong_future,419,22,Texas,Dallas,Texas,Slight Shortage,121,2581.10,549.64,2031.46,0.00,2031.46,True,accept
base_public_calibrated,bid_price_strong_future,420,22,Texas,Dallas,Texas,Slight Shortage,120,2613.97,549.64,2064.34,0.00,2064.34,True,accept
base_public_calibrated,bid_price_strong_future,421,22,Georgia,Miami,Florida,Adequate,20,3940.21,1099.75,2840.46,-1108.73,1177.36,True,accept
base_public_calibrated,bid_price_strong_future,422,22,Texas,Dallas,Texas,Slight Shortage,119,2766.30,549.64,2216.67,0.00,2216.67,True,accept
base_public_calibrated,bid_price_strong_future,423,22,Texas,Dallas,Texas,Slight Shortage,118,2534.58,549.64,1984.95,0.00,1984.95,True,accept
base_public_calibrated,bid_price_strong_future,424,23,Texas,Dallas,Texas,Slight Shortage,131,2647.48,549.64,2097.84,0.00,2097.84,True,accept
base_public_calibrated,bid_price_strong_future,425,23,Arizona,Los Angeles,California,Slight Surplus,0,2332.73,1505.97,826.76,179.28,1095.68,True,no_truck
base_public_calibrated,bid_price_strong_future,426,23,Texas,Dallas,Texas,Slight Shortage,130,2666.21,549.64,2116.57,0.00,2116.57,True,accept
base_public_calibrated,bid_price_strong_future,427,23,Texas,Dallas,Texas,Slight Shortage,129,2479.89,549.64,1930.25,0.00,1930.25,True,accept
base_public_calibrated,bid_price_strong_future,428,23,Texas,Dallas,Texas,Slight Shortage,128,2701.91,549.64,2152.27,0.00,2152.27,True,accept
base_public_calibrated,bid_price_strong_future,429,23,California,Seattle,Washington,Slight Shortage,0,4663.03,2801.61,1861.41,-305.52,1403.14,True,no_truck
base_public_calibrated,bid_price_strong_future,430,23,Texas,Dallas,Texas,Slight Shortage,127,2645.37,549.64,2095.73,0.00,2095.73,True,accept
base_public_calibrated,bid_price_strong_future,431,23,Georgia,Atlanta,Georgia,Adequate,23,3018.63,500.71,2517.91,0.00,2517.91,True,accept
base_public_calibrated,bid_price_strong_future,432,23,Texas,Dallas,Texas,Slight Shortage,126,2655.19,549.64,2105.56,0.00,2105.56,True,accept
base_public_calibrated,bid_price_strong_future,433,23,California,Miami,Florida,Adequate,0,9453.80,7718.71,1735.10,-777.05,569.51,True,no_truck
base_public_calibrated,bid_price_strong_future,434,23,Georgia,Atlanta,Georgia,Adequate,22,3399.25,500.71,2898.54,0.00,2898.54,True,accept
base_public_calibrated,bid_price_strong_future,435,23,Texas,Dallas,Texas,Slight Shortage,125,2645.73,549.64,2096.10,0.00,2096.10,True,accept
base_public_calibrated,bid_price_strong_future,436,23,Texas,Dallas,Texas,Slight Shortage,124,2586.23,549.64,2036.59,0.00,2036.59,True,accept
base_public_calibrated,bid_price_strong_future,437,23,Texas,Dallas,Texas,Slight Shortage,123,2921.02,549.64,2371.38,0.00,2371.38,True,accept
base_public_calibrated,bid_price_strong_future,438,23,Texas,Dallas,Texas,Slight Shortage,122,2699.68,549.64,2150.05,0.00,2150.05,True,accept
base_public_calibrated,bid_price_strong_future,439,23,Texas,Dallas,Texas,Slight Shortage,121,2651.65,549.64,2102.01,0.00,2102.01,True,accept
base_public_calibrated,bid_price_strong_future,440,23,Georgia,Miami,Florida,Adequate,21,3754.59,1099.75,2654.84,-1108.73,991.74,True,accept
base_public_calibrated,bid_price_strong_future,441,23,Texas,Dallas,Texas,Slight Shortage,120,2503.40,549.64,1953.76,0.00,1953.76,True,accept
base_public_calibrated,bid_price_strong_future,442,23,Texas,Dallas,Texas,Slight Shortage,119,3010.20,549.64,2460.56,0.00,2460.56,True,accept
base_public_calibrated,bid_price_strong_future,443,24,Texas,Atlanta,Georgia,Slight Shortage,131,5800.03,2709.80,3090.23,-3123.60,-1595.17,False,reject
base_public_calibrated,bid_price_strong_future,444,24,Texas,Dallas,Texas,Slight Shortage,131,2848.43,549.64,2298.79,0.00,2298.79,True,accept
base_public_calibrated,bid_price_strong_future,445,24,Georgia,Atlanta,Georgia,Adequate,27,3847.39,500.71,3346.68,0.00,3346.68,True,accept
base_public_calibrated,bid_price_strong_future,446,24,Texas,Dallas,Texas,Slight Shortage,130,2550.98,549.64,2001.34,0.00,2001.34,True,accept
base_public_calibrated,bid_price_strong_future,447,24,California,Boston,Massachusetts,Adequate,0,6307.16,9031.03,-2723.87,14.75,-2701.74,False,reject
base_public_calibrated,bid_price_strong_future,448,24,Georgia,Atlanta,Georgia,Adequate,26,2813.27,500.71,2312.56,0.00,2312.56,True,accept
base_public_calibrated,bid_price_strong_future,449,24,Texas,Dallas,Texas,Slight Shortage,129,2884.97,549.64,2335.34,0.00,2335.34,True,accept
base_public_calibrated,bid_price_strong_future,450,24,Georgia,Atlanta,Georgia,Adequate,25,3774.37,500.71,3273.65,0.00,3273.65,True,accept
base_public_calibrated,bid_price_strong_future,451,24,Texas,Dallas,Texas,Slight Shortage,128,2774.92,549.64,2225.28,0.00,2225.28,True,accept
base_public_calibrated,bid_price_strong_future,452,24,Texas,Dallas,Texas,Slight Shortage,127,2684.34,549.64,2134.71,0.00,2134.71,True,accept
base_public_calibrated,bid_price_strong_future,453,24,Texas,Dallas,Texas,Slight Shortage,126,2698.47,549.64,2148.83,0.00,2148.83,True,accept
base_public_calibrated,bid_price_strong_future,454,24,Texas,Dallas,Texas,Slight Shortage,125,2635.91,549.64,2086.28,0.00,2086.28,True,accept
base_public_calibrated,bid_price_strong_future,455,24,Texas,Dallas,Texas,Slight Shortage,124,3032.16,549.64,2482.53,0.00,2482.53,True,accept
base_public_calibrated,bid_price_strong_future,456,24,Texas,Dallas,Texas,Slight Shortage,123,2794.11,549.64,2244.48,0.00,2244.48,True,accept
base_public_calibrated,bid_price_strong_future,457,24,Texas,Dallas,Texas,Slight Shortage,122,2684.60,549.64,2134.96,0.00,2134.96,True,accept
base_public_calibrated,bid_price_strong_future,458,24,Texas,Dallas,Texas,Slight Shortage,121,2174.48,549.64,1624.84,0.00,1624.84,True,accept
base_public_calibrated,bid_price_strong_future,459,24,California,New York,New York,Slight Shortage,0,8213.63,8288.59,-74.96,-337.93,-581.86,False,reject
base_public_calibrated,bid_price_strong_future,460,25,Texas,Dallas,Texas,Slight Shortage,132,2673.19,549.64,2123.56,0.00,2123.56,True,accept
base_public_calibrated,bid_price_strong_future,461,25,Texas,Dallas,Texas,Slight Shortage,131,2759.65,549.64,2210.01,0.00,2210.01,True,accept
base_public_calibrated,bid_price_strong_future,462,25,Texas,Dallas,Texas,Slight Shortage,130,2688.15,549.64,2138.52,0.00,2138.52,True,accept
base_public_calibrated,bid_price_strong_future,463,25,Texas,Dallas,Texas,Slight Shortage,129,2623.77,549.64,2074.14,0.00,2074.14,True,accept
base_public_calibrated,bid_price_strong_future,464,25,Texas,Dallas,Texas,Slight Shortage,128,2443.70,549.64,1894.07,0.00,1894.07,True,accept
base_public_calibrated,bid_price_strong_future,465,25,Texas,Dallas,Texas,Slight Shortage,127,2491.35,549.64,1941.72,0.00,1941.72,True,accept
base_public_calibrated,bid_price_strong_future,466,25,Texas,Dallas,Texas,Slight Shortage,126,2530.30,549.64,1980.67,0.00,1980.67,True,accept
base_public_calibrated,bid_price_strong_future,467,25,Texas,Dallas,Texas,Slight Shortage,125,2619.89,549.64,2070.25,0.00,2070.25,True,accept
base_public_calibrated,bid_price_strong_future,468,25,Texas,Dallas,Texas,Slight Shortage,124,2531.57,549.64,1981.94,0.00,1981.94,True,accept
base_public_calibrated,bid_price_strong_future,469,25,Texas,Dallas,Texas,Slight Shortage,123,2445.92,549.64,1896.28,0.00,1896.28,True,accept
base_public_calibrated,bid_price_strong_future,470,25,Georgia,Atlanta,Georgia,Adequate,26,3805.89,500.71,3305.17,0.00,3305.17,True,accept
base_public_calibrated,bid_price_strong_future,471,25,Georgia,Atlanta,Georgia,Adequate,25,3248.15,500.71,2747.44,0.00,2747.44,True,accept
base_public_calibrated,bid_price_strong_future,472,25,Texas,Atlanta,Georgia,Slight Shortage,122,5929.01,2709.80,3219.21,-3123.60,-1466.18,False,reject
base_public_calibrated,bid_price_strong_future,473,25,Texas,Dallas,Texas,Slight Shortage,122,2355.08,549.64,1805.44,0.00,1805.44,True,accept
base_public_calibrated,bid_price_strong_future,474,25,Texas,Dallas,Texas,Slight Shortage,121,2363.89,549.64,1814.25,0.00,1814.25,True,accept
base_public_calibrated,bid_price_strong_future,475,26,Texas,Dallas,Texas,Slight Shortage,137,2889.91,549.64,2340.27,0.00,2340.27,True,accept
