policy,load_id,hour,origin,destination_city,destination_state,price,direct_cost,margin,score,branch_a,branch_b,wants_accept,outcome,latency_ms
myopic_margin,447,31,Texas,Dallas,Texas,2551.64,575.92,1975.73,1975.73,1975.73,0.00,True,accept,0.000125
myopic_margin,448,31,Georgia,Atlanta,Georgia,3733.41,522.71,3210.70,3210.70,3210.70,0.00,True,no_truck,0.000125
myopic_margin,449,31,Texas,Dallas,Texas,2942.53,575.92,2366.61,2366.61,2366.61,0.00,True,no_truck,0.000125
myopic_margin,450,31,Texas,Miami,Florida,6461.77,3782.24,2679.54,2679.54,2679.54,0.00,True,no_truck,0.000125
myopic_margin,451,32,Texas,Dallas,Texas,3032.16,575.92,2456.24,2456.24,2456.24,0.00,True,accept,0.000125
myopic_margin,452,32,Texas,Dallas,Texas,2794.11,575.92,2218.19,2218.19,2218.19,0.00,True,accept,0.000167
myopic_margin,453,32,Texas,Dallas,Texas,2684.60,575.92,2108.68,2108.68,2108.68,0.00,True,accept,0.000125
myopic_margin,454,32,Texas,Dallas,Texas,2174.48,575.92,1598.56,1598.56,1598.56,0.00,True,accept,0.000166
myopic_margin,455,32,California,New York,New York,8213.63,8993.73,-780.10,-780.10,-780.10,0.00,False,reject,0.000167
myopic_margin,456,32,Texas,Dallas,Texas,2440.04,575.92,1864.12,1864.12,1864.12,0.00,True,accept,0.000166
myopic_margin,457,32,Georgia,Miami,Florida,3833.31,1174.29,2659.02,2659.02,2659.02,0.00,True,accept,0.000167
myopic_margin,458,32,Texas,Dallas,Texas,2780.32,575.92,2204.40,2204.40,2204.40,0.00,True,accept,0.000125
myopic_margin,459,32,Texas,Dallas,Texas,2888.23,575.92,2312.31,2312.31,2312.31,0.00,True,accept,0.000125
myopic_margin,460,32,Texas,Dallas,Texas,2675.58,575.92,2099.66,2099.66,2099.66,0.00,True,accept,0.000125
myopic_margin,461,32,Texas,Dallas,Texas,2460.85,575.92,1884.93,1884.93,1884.93,0.00,True,no_truck,0.000125
myopic_margin,462,32,Texas,Dallas,Texas,2748.72,575.92,2172.80,2172.80,2172.80,0.00,True,no_truck,0.000334
myopic_margin,463,32,Texas,Dallas,Texas,2778.65,575.92,2202.73,2202.73,2202.73,0.00,True,no_truck,0.000125
myopic_margin,464,32,Texas,Dallas,Texas,2743.63,575.92,2167.71,2167.71,2167.71,0.00,True,no_truck,0.000125
myopic_margin,465,32,Texas,Dallas,Texas,2236.17,575.92,1660.25,1660.25,1660.25,0.00,True,no_truck,0.000166
myopic_margin,466,33,Georgia,Atlanta,Georgia,3805.89,522.71,3283.18,3283.18,3283.18,0.00,True,accept,0.000166
myopic_margin,467,33,Georgia,Atlanta,Georgia,3248.15,522.71,2725.45,2725.45,2725.45,0.00,True,accept,0.000125
myopic_margin,468,33,Texas,Atlanta,Georgia,5929.01,2925.57,3003.44,3003.44,3003.44,0.00,True,accept,0.000166
myopic_margin,469,33,Texas,Dallas,Texas,2355.08,575.92,1779.16,1779.16,1779.16,0.00,True,accept,0.000125
myopic_margin,470,33,Texas,Dallas,Texas,2363.89,575.92,1787.97,1787.97,1787.97,0.00,True,accept,0.000166
myopic_margin,471,33,Texas,Dallas,Texas,3004.18,575.92,2428.26,2428.26,2428.26,0.00,True,accept,0.000125
myopic_margin,472,33,Texas,Dallas,Texas,2541.77,575.92,1965.85,1965.85,1965.85,0.00,True,accept,0.000125
myopic_margin,473,33,Texas,Dallas,Texas,2582.17,575.92,2006.25,2006.25,2006.25,0.00,True,accept,0.000125
myopic_margin,474,33,Georgia,Atlanta,Georgia,3447.71,522.71,2925.00,2925.00,2925.00,0.00,True,accept,0.000167
myopic_margin,475,33,California,Chicago,Illinois,5891.44,6568.53,-677.09,-677.09,-677.09,0.00,False,reject,0.000167
myopic_margin,476,33,Texas,Dallas,Texas,2349.64,575.92,1773.72,1773.72,1773.72,0.00,True,accept,0.000125
myopic_margin,477,33,Texas,Dallas,Texas,2743.57,575.92,2167.65,2167.65,2167.65,0.00,True,accept,0.000166
myopic_margin,478,33,Texas,Miami,Florida,5218.77,3782.24,1436.53,1436.53,1436.53,0.00,True,accept,0.000125
myopic_margin,479,33,Texas,Dallas,Texas,2724.76,575.92,2148.84,2148.84,2148.84,0.00,True,accept,0.000125
myopic_margin,480,33,Georgia,Atlanta,Georgia,4121.41,522.71,3598.70,3598.70,3598.70,0.00,True,no_truck,0.000125
myopic_margin,481,33,Texas,Dallas,Texas,2291.09,575.92,1715.17,1715.17,1715.17,0.00,True,accept,0.000125
myopic_margin,482,33,Texas,Dallas,Texas,2718.28,575.92,2142.36,2142.36,2142.36,0.00,True,accept,0.000125
myopic_margin,483,33,Texas,Dallas,Texas,2562.41,575.92,1986.49,1986.49,1986.49,0.00,True,no_truck,0.000166
myopic_margin,484,33,Texas,Dallas,Texas,2317.03,575.92,1741.11,1741.11,1741.11,0.00,True,no_truck,0.000125
myopic_margin,485,33,California,Atlanta,Georgia,6277.11,7399.07,-1121.96,-1121.96,-1121.96,0.00,False,reject,0.000208
myopic_margin,486,33,Texas,Dallas,Texas,2620.75,575.92,2044.83,2044.83,2044.83,0.00,True,no_truck,0.000167
myopic_margin,487,34,Georgia,Miami,Florida,3873.01,1174.29,2698.73,2698.73,2698.73,0.00,True,accept,0.000125
myopic_margin,488,34,California,New York,New York,8350.92,8993.73,-642.81,-642.81,-642.81,0.00,False,reject,0.000125
myopic_margin,489,34,Texas,Dallas,Texas,2569.85,575.92,1993.93,1993.93,1993.93,0.00,True,accept,0.000166
myopic_margin,490,34,Texas,Dallas,Texas,2559.10,575.92,1983.19,1983.19,1983.19,0.00,True,accept,0.000125
myopic_margin,491,34,Texas,Dallas,Texas,2339.73,575.92,1763.81,1763.81,1763.81,0.00,True,accept,0.000125
myopic_margin,492,34,Texas,Dallas,Texas,2466.84,575.92,1890.92,1890.92,1890.92,0.00,True,accept,0.000125
myopic_margin,493,34,Texas,Los Angeles,California,4638.62,4475.94,162.68,162.68,162.68,0.00,True,accept,0.000167
myopic_margin,494,34,Texas,Dallas,Texas,2656.65,575.92,2080.73,2080.73,2080.73,0.00,True,accept,0.000125
myopic_margin,495,34,Texas,Miami,Florida,5734.37,3782.24,1952.14,1952.14,1952.14,0.00,True,accept,0.000166
myopic_margin,496,34,Texas,Dallas,Texas,2965.68,575.92,2389.77,2389.77,2389.77,0.00,True,accept,0.000167
myopic_margin,497,34,Texas,Dallas,Texas,2718.09,575.92,2142.17,2142.17,2142.17,0.00,True,accept,0.000166
myopic_margin,498,34,Georgia,Atlanta,Georgia,3509.45,522.71,2986.74,2986.74,2986.74,0.00,True,no_truck,0.000167
myopic_margin,499,34,Texas,Dallas,Texas,2729.66,575.92,2153.74,2153.74,2153.74,0.00,True,accept,0.000125
myopic_margin,500,34,Texas,Dallas,Texas,2581.36,575.92,2005.44,2005.44,2005.44,0.00,True,accept,0.000166
myopic_margin,501,34,Texas,Dallas,Texas,2923.87,575.92,2347.95,2347.95,2347.95,0.00,True,no_truck,0.000125
myopic_margin,502,34,Texas,Dallas,Texas,2675.18,575.92,2099.26,2099.26,2099.26,0.00,True,no_truck,0.000167
myopic_margin,503,34,Georgia,Atlanta,Georgia,3648.96,522.71,3126.25,3126.25,3126.25,0.00,True,no_truck,0.000166
myopic_margin,504,34,Texas,Dallas,Texas,2648.93,575.92,2073.01,2073.01,2073.01,0.00,True,no_truck,0.000125
myopic_margin,505,35,Texas,Dallas,Texas,2577.17,575.92,2001.25,2001.25,2001.25,0.00,True,accept,0.000166
myopic_margin,506,35,Texas,Dallas,Texas,2368.04,575.92,1792.12,1792.12,1792.12,0.00,True,no_truck,0.000125
myopic_margin,507,35,Texas,Dallas,Texas,2169.56,575.92,1593.64,1593.64,1593.64,0.00,True,no_truck,0.000166
myopic_margin,508,35,Texas,Dallas,Texas,2830.01,575.92,2254.09,2254.09,2254.09,0.00,True,no_truck,0.000125
myopic_margin,509,35,Texas,Dallas,Texas,2602.99,575.92,2027.07,2027.07,2027.07,0.00,True,no_truck,0.000167
myopic_margin,510,35,California,Chicago,Illinois,6098.51,6568.53,-470.02,-470.02,-470.02,0.00,False,reject,0.000208
myopic_margin,511,35,Texas,Dallas,Texas,2837.07,575.92,2261.15,2261.15,2261.15,0.00,True,no_truck,0.000125
myopic_margin,512,35,Georgia,Atlanta,Georgia,3263.01,522.71,2740.31,2740.31,2740.31,0.00,True,no_truck,0.000084
myopic_margin,513,35,Texas,Dallas,Texas,2490.81,575.92,1914.89,1914.89,1914.89,0.00,True,no_truck,0.000167
myopic_margin,514,35,Georgia,Atlanta,Georgia,3719.44,522.71,3196.73,3196.73,3196.73,0.00,True,no_truck,0.000166
myopic_margin,515,35,Texas,Dallas,Texas,2432.76,575.92,1856.84,1856.84,1856.84,0.00,True,no_truck,0.000125
myopic_margin,516,35,Georgia,Atlanta,Georgia,3295.97,522.71,2773.27,2773.27,2773.27,0.00,True,no_truck,0.000167
myopic_margin,517,35,California,Philadelphia,Pennsylvania,11133.76,8607.05,2526.71,2526.71,2526.71,0.00,True,no_truck,0.000125
myopic_margin,518,35,Texas,Dallas,Texas,2637.72,575.92,2061.80,2061.80,2061.80,0.00,True,no_truck,0.000125
myopic_margin,519,35,Georgia,Atlanta,Georgia,3908.16,522.71,3385.45,3385.45,3385.45,0.00,True,no_truck,0.000125
myopic_margin,520,35,Texas,Dallas,Texas,2425.43,575.92,1849.51,1849.51,1849.51,0.00,True,no_truck,0.000166
myopic_margin,521,35,Texas,Dallas,Texas,2620.32,575.92,2044.40,2044.40,2044.40,0.00,True,no_truck,0.000166
myopic_margin,522,35,Georgia,Atlanta,Georgia,3834.60,522.71,3311.90,3311.90,3311.90,0.00,True,no_truck,0.000125
myopic_margin,523,35,Texas,Dallas,Texas,2393.74,575.92,1817.82,1817.82,1817.82,0.00,True,no_truck,0.000125
myopic_margin,524,35,Texas,Dallas,Texas,2703.49,575.92,2127.57,2127.57,2127.57,0.00,True,no_truck,0.000125
myopic_margin,525,36,Texas,Dallas,Texas,2354.22,575.92,1778.30,1778.30,1778.30,0.00,True,accept,0.000125
myopic_margin,526,36,Georgia,Atlanta,Georgia,3143.40,522.71,2620.69,2620.69,2620.69,0.00,True,no_truck,0.000166
myopic_margin,527,36,Texas,Dallas,Texas,2558.69,575.92,1982.77,1982.77,1982.77,0.00,True,accept,0.000167
myopic_margin,528,36,Texas,Dallas,Texas,2545.63,575.92,1969.71,1969.71,1969.71,0.00,True,accept,0.000167
myopic_margin,529,36,Texas,Dallas,Texas,2798.56,575.92,2222.64,2222.64,2222.64,0.00,True,accept,0.000166
myopic_margin,530,36,Texas,Dallas,Texas,2826.41,575.92,2250.49,2250.49,2250.49,0.00,True,accept,0.000166
myopic_margin,531,36,Texas,Dallas,Texas,2569.04,575.92,1993.12,1993.12,1993.12,0.00,True,accept,0.000125
myopic_margin,532,36,Texas,Dallas,Texas,2869.26,575.92,2293.34,2293.34,2293.34,0.00,True,accept,0.000125
myopic_margin,533,36,Texas,Dallas,Texas,2998.36,575.92,2422.44,2422.44,2422.44,0.00,True,accept,0.000125
myopic_margin,534,36,Texas,Dallas,Texas,1965.61,575.92,1389.69,1389.69,1389.69,0.00,True,accept,0.000166
myopic_margin,535,36,Georgia,Atlanta,Georgia,3690.27,522.71,3167.56,3167.56,3167.56,0.00,True,no_truck,0.000125
myopic_margin,536,36,Texas,Dallas,Texas,2173.50,575.92,1597.59,1597.59,1597.59,0.00,True,accept,0.000125
myopic_margin,537,37,Texas,Dallas,Texas,2706.42,575.92,2130.50,2130.50,2130.50,0.00,True,accept,0.000125
myopic_margin,538,37,Texas,Dallas,Texas,2902.91,575.92,2326.99,2326.99,2326.99,0.00,True,accept,0.000125
myopic_margin,539,37,Texas,Dallas,Texas,2632.88,575.92,2056.96,2056.96,2056.96,0.00,True,accept,0.000125
myopic_margin,540,37,Texas,Dallas,Texas,2378.81,575.92,1802.89,1802.89,1802.89,0.00,True,accept,0.000167
myopic_margin,541,37,Texas,Dallas,Texas,2374.42,575.92,1798.50,1798.50,1798.50,0.00,True,accept,0.000125
myopic_margin,542,37,Texas,Dallas,Texas,1976.63,575.92,1400.71,1400.71,1400.71,0.00,True,accept,0.000166
myopic_margin,543,37,Texas,Dallas,Texas,2712.22,575.92,2136.30,2136.30,2136.30,0.00,True,accept,0.000125
myopic_margin,544,37,Texas,Dallas,Texas,2372.92,575.92,1797.01,1797.01,1797.01,0.00,True,accept,0.000084
myopic_margin,545,37,Texas,Dallas,Texas,2192.98,575.92,1617.06,1617.06,1617.06,0.00,True,no_truck,0.000125
myopic_margin,546,37,California,Baltimore,Maryland,6304.79,8835.78,-2531.00,-2531.00,-2531.00,0.00,False,reject,0.000166
myopic_margin,547,37,Texas,Dallas,Texas,2893.91,575.92,2317.99,2317.99,2317.99,0.00,True,no_truck,0.000166
myopic_margin,548,37,Georgia,Atlanta,Georgia,3444.96,522.71,2922.25,2922.25,2922.25,0.00,True,no_truck,0.000166
myopic_margin,549,37,Texas,Dallas,Texas,2670.02,575.92,2094.10,2094.10,2094.10,0.00,True,no_truck,0.000125
myopic_margin,550,37,Georgia,Atlanta,Georgia,3384.86,522.71,2862.15,2862.15,2862.15,0.00,True,no_truck,0.000166
myopic_margin,551,37,Texas,Dallas,Texas,2751.55,575.92,2175.63,2175.63,2175.63,0.00,True,no_truck,0.000166
myopic_margin,552,38,Texas,Dallas,Texas,2949.13,575.92,2373.21,2373.21,2373.21,0.00,True,accept,0.000125
myopic_margin,553,38,Texas,Dallas,Texas,2554.76,575.92,1978.84,1978.84,1978.84,0.00,True,accept,0.000125
myopic_margin,554,38,Texas,Dallas,Texas,2434.54,575.92,1858.62,1858.62,1858.62,0.00,True,accept,0.000125
myopic_margin,555,38,California,Dallas,Texas,5109.39,4756.23,353.16,353.16,353.16,0.00,True,no_truck,0.000125
myopic_margin,556,38,Texas,Dallas,Texas,2961.34,575.92,2385.42,2385.42,2385.42,0.00,True,accept,0.000125
myopic_margin,557,38,Texas,Dallas,Texas,2529.44,575.92,1953.52,1953.52,1953.52,0.00,True,accept,0.000125
myopic_margin,558,38,Texas,Dallas,Texas,2203.67,575.92,1627.75,1627.75,1627.75,0.00,True,accept,0.000125
myopic_margin,559,38,Texas,Dallas,Texas,2769.20,575.92,2193.28,2193.28,2193.28,0.00,True,accept,0.000125
myopic_margin,560,38,Texas,Dallas,Texas,2874.09,575.92,2298.17,2298.17,2298.17,0.00,True,accept,0.000125
myopic_margin,561,38,Texas,Dallas,Texas,2937.32,575.92,2361.40,2361.40,2361.40,0.00,True,no_truck,0.000125
myopic_margin,562,38,Texas,Dallas,Texas,3048.11,575.92,2472.19,2472.19,2472.19,0.00,True,no_truck,0.000167
myopic_margin,563,38,Texas,Dallas,Texas,2489.12,575.92,1913.20,1913.20,1913.20,0.00,True,no_truck,0.000166
myopic_margin,564,38,Georgia,Atlanta,Georgia,3570.83,522.71,3048.13,3048.13,3048.13,0.00,True,accept,0.000125
myopic_margin,565,38,Georgia,Atlanta,Georgia,3184.60,522.71,2661.90,2661.90,2661.90,0.00,True,accept,0.000166
myopic_margin,566,39,Texas,Dallas,Texas,2775.27,575.92,2199.35,2199.35,2199.35,0.00,True,accept,0.000125
myopic_margin,567,39,Texas,Dallas,Texas,2658.76,575.92,2082.84,2082.84,2082.84,0.00,True,accept,0.000125
myopic_margin,568,39,Texas,Dallas,Texas,2630.37,575.92,2054.45,2054.45,2054.45,0.00,True,accept,0.000166
myopic_margin,569,39,Texas,Dallas,Texas,2353.31,575.92,1777.39,1777.39,1777.39,0.00,True,accept,0.000125
myopic_margin,570,39,Texas,Dallas,Texas,2606.82,575.92,2030.90,2030.90,2030.90,0.00,True,accept,0.000167
myopic_margin,571,39,Texas,Dallas,Texas,2989.64,575.92,2413.73,2413.73,2413.73,0.00,True,accept,0.000167
myopic_margin,572,39,Texas,Dallas,Texas,2440.10,575.92,1864.18,1864.18,1864.18,0.00,True,accept,0.000125
myopic_margin,573,39,Georgia,Atlanta,Georgia,3125.40,522.71,2602.69,2602.69,2602.69,0.00,True,accept,0.000125
myopic_margin,574,39,Texas,Dallas,Texas,2324.43,575.92,1748.51,1748.51,1748.51,0.00,True,accept,0.000084
myopic_margin,575,39,Texas,Dallas,Texas,2733.04,575.92,2157.12,2157.12,2157.12,0.00,True,accept,0.000250
myopic_margin,576,39,Texas,Dallas,Texas,2348.84,575.92,1772.92,1772.92,1772.92,0.00,True,accept,0.000125
myopic_margin,577,39,Texas,Dallas,Texas,2399.68,575.92,1823.76,1823.76,1823.76,0.00,True,no_truck,0.000166
myopic_margin,578,39,Texas,Dallas,Texas,2336.40,575.92,1760.48,1760.48,1760.48,0.00,True,no_truck,0.000125
myopic_margin,579,40,Texas,Dallas,Texas,2674.14,575.92,2098.22,2098.22,2098.22,0.00,True,accept,0.000125
myopic_margin,580,40,Texas,Dallas,Texas,2783.26,575.92,2207.34,2207.34,2207.34,0.00,True,accept,0.000125
myopic_margin,581,40,Georgia,Atlanta,Georgia,3530.13,522.71,3007.42,3007.42,3007.42,0.00,True,accept,0.000084
myopic_margin,582,40,Texas,Dallas,Texas,2535.58,575.92,1959.66,1959.66,1959.66,0.00,True,accept,0.000125
myopic_margin,583,40,California,Miami,Florida,9340.83,8373.86,966.97,966.97,966.97,0.00,True,no_truck,0.000166
myopic_margin,584,40,Texas,Dallas,Texas,2670.24,575.92,2094.32,2094.32,2094.32,0.00,True,accept,0.000125
myopic_margin,585,40,Texas,Dallas,Texas,2079.65,575.92,1503.73,1503.73,1503.73,0.00,True,accept,0.000167
myopic_margin,586,40,Texas,Dallas,Texas,2672.53,575.92,2096.62,2096.62,2096.62,0.00,True,accept,0.000125
myopic_margin,587,40,Georgia,Atlanta,Georgia,3135.61,522.71,2612.90,2612.90,2612.90,0.00,True,no_truck,0.000250
myopic_margin,588,40,Texas,Dallas,Texas,3042.07,575.92,2466.15,2466.15,2466.15,0.00,True,accept,0.000125
myopic_margin,589,41,Georgia,Atlanta,Georgia,3976.86,522.71,3454.15,3454.15,3454.15,0.00,True,no_truck,0.000166
myopic_margin,590,41,Texas,Dallas,Texas,2243.65,575.92,1667.73,1667.73,1667.73,0.00,True,accept,0.000125
myopic_margin,591,41,Texas,Dallas,Texas,2566.64,575.92,1990.72,1990.72,1990.72,0.00,True,accept,0.000166
myopic_margin,592,41,California,Dallas,Texas,2200.80,4756.23,-2555.43,-2555.43,-2555.43,0.00,False,reject,0.000125
myopic_margin,593,41,Texas,Dallas,Texas,3088.78,575.92,2512.86,2512.86,2512.86,0.00,True,accept,0.000125
myopic_margin,594,41,Texas,Dallas,Texas,2423.77,575.92,1847.85,1847.85,1847.85,0.00,True,no_truck,0.000125
myopic_margin,595,41,California,Dallas,Texas,4587.50,4756.23,-168.73,-168.73,-168.73,0.00,False,reject,0.000167
myopic_margin,596,41,Texas,Dallas,Texas,2505.28,575.92,1929.36,1929.36,1929.36,0.00,True,no_truck,0.000167
myopic_margin,597,41,Georgia,Atlanta,Georgia,3289.61,522.71,2766.91,2766.91,2766.91,0.00,True,no_truck,0.000166
myopic_margin,598,41,Texas,Dallas,Texas,2589.81,575.92,2013.89,2013.89,2013.89,0.00,True,no_truck,0.000125
myopic_margin,599,41,Texas,Dallas,Texas,2720.90,575.92,2144.98,2144.98,2144.98,0.00,True,no_truck,0.000125
bid_price,0,0,Texas,Dallas,Texas,2914.54,575.92,2338.62,2338.62,0.00,0.00,True,accept,0.006667
bid_price,1,0,Texas,Dallas,Texas,2376.70,575.92,1800.78,1800.78,0.00,0.00,True,accept,0.002833
bid_price,2,0,California,Dallas,Texas,4909.15,4756.23,152.92,4864.66,4711.74,0.00,True,accept,0.001375
bid_price,3,0,Texas,Dallas,Texas,2733.60,575.92,2157.68,2157.68,0.00,0.00,True,accept,0.000875
bid_price,4,0,Texas,Dallas,Texas,2833.35,575.92,2257.43,2257.43,0.00,0.00,True,accept,0.000959
bid_price,5,0,Texas,Dallas,Texas,2508.75,575.92,1932.84,1932.84,0.00,0.00,True,accept,0.000667
bid_price,6,0,Texas,Dallas,Texas,2607.72,575.92,2031.80,2031.80,0.00,0.00,True,accept,0.000625
bid_price,7,0,Texas,Dallas,Texas,3225.40,575.92,2649.48,2649.48,0.00,0.00,True,accept,0.000667
bid_price,8,0,Texas,Dallas,Texas,3010.79,575.92,2434.87,2434.87,0.00,0.00,True,accept,0.000667
bid_price,9,0,Texas,Dallas,Texas,2255.28,575.92,1679.36,1679.36,0.00,0.00,True,accept,0.000708
bid_price,10,0,Texas,Dallas,Texas,2536.26,575.92,1960.34,1960.34,0.00,0.00,True,accept,0.000625
bid_price,11,0,Texas,Dallas,Texas,2456.38,575.92,1880.46,1880.46,0.00,0.00,True,accept,0.000708
bid_price,12,0,Texas,Dallas,Texas,2858.31,575.92,2282.39,2282.39,0.00,0.00,True,accept,0.000667
bid_price,13,0,Texas,Chicago,Illinois,6246.19,3663.47,2582.72,-1955.89,-4538.61,0.00,False,reject,0.000792
bid_price,14,0,Texas,Philadelphia,Pennsylvania,7206.21,4956.42,2249.79,-2558.18,-4807.96,0.00,False,reject,0.000667
bid_price,15,0,Texas,Dallas,Texas,2465.92,575.92,1890.00,1890.00,0.00,0.00,True,accept,0.000791
bid_price,16,1,Texas,Dallas,Texas,2770.88,575.92,2194.96,2194.96,0.00,0.00,True,accept,0.000666
bid_price,17,1,Texas,Dallas,Texas,2797.99,575.92,2222.07,2222.07,0.00,0.00,True,accept,0.000667
bid_price,18,1,Texas,Dallas,Texas,2896.50,575.92,2320.58,2320.58,0.00,0.00,True,accept,0.000666
bid_price,19,1,Texas,Dallas,Texas,2955.69,575.92,2379.78,2379.78,0.00,0.00,True,accept,0.000709
bid_price,20,1,Texas,Dallas,Texas,2566.33,575.92,1990.41,1990.41,0.00,0.00,True,accept,0.000750
bid_price,21,1,Texas,Dallas,Texas,2605.02,575.92,2029.10,2029.10,0.00,0.00,True,accept,0.000666
bid_price,22,1,Texas,Dallas,Texas,2579.38,575.92,2003.46,2003.46,0.00,0.00,True,accept,0.000583
bid_price,23,1,Texas,Dallas,Texas,2429.26,575.92,1853.34,1853.34,0.00,0.00,True,accept,0.000666
bid_price,24,1,Texas,Dallas,Texas,2326.10,575.92,1750.18,1750.18,0.00,0.00,True,accept,0.000584
bid_price,25,1,Texas,Dallas,Texas,2780.53,575.92,2204.61,2204.61,0.00,0.00,True,accept,0.000584
bid_price,26,1,California,Philadelphia,Pennsylvania,9959.41,8607.05,1352.36,1256.13,-96.23,0.00,True,accept,0.000750
bid_price,27,1,Texas,Dallas,Texas,2503.51,575.92,1927.59,1927.59,0.00,0.00,True,accept,0.000666
bid_price,28,1,Georgia,Atlanta,Georgia,3560.36,522.71,3037.65,3037.65,0.00,0.00,True,accept,0.000708
bid_price,29,1,California,Seattle,Washington,4351.63,3025.44,1326.19,909.57,-416.62,0.00,True,accept,0.000750
bid_price,30,2,Texas,Dallas,Texas,3157.19,575.92,2581.27,2581.27,0.00,0.00,True,accept,0.000625
bid_price,31,2,Georgia,Atlanta,Georgia,3275.02,522.71,2752.32,2752.32,0.00,0.00,True,accept,0.000625
bid_price,32,2,Texas,Dallas,Texas,2836.92,575.92,2261.00,2261.00,0.00,0.00,True,accept,0.000667
bid_price,33,2,Georgia,Atlanta,Georgia,3534.59,522.71,3011.89,3011.89,0.00,0.00,True,accept,0.000625
bid_price,34,2,Georgia,Atlanta,Georgia,3303.21,522.71,2780.50,2780.50,0.00,0.00,True,accept,0.000708
bid_price,35,2,Texas,Dallas,Texas,2341.45,575.92,1765.53,1765.53,0.00,0.00,True,accept,0.000583
bid_price,36,2,Texas,Dallas,Texas,2608.21,575.92,2032.29,2032.29,0.00,0.00,True,accept,0.000625
bid_price,37,2,Texas,Dallas,Texas,2599.76,575.92,2023.84,2023.84,0.00,0.00,True,accept,0.000625
bid_price,38,2,Texas,Dallas,Texas,2667.82,575.92,2091.90,2091.90,0.00,0.00,True,accept,0.000542
bid_price,39,2,Texas,Dallas,Texas,3176.66,575.92,2600.74,2600.74,0.00,0.00,True,accept,0.000583
bid_price,40,2,Texas,Dallas,Texas,2741.68,575.92,2165.76,2165.76,0.00,0.00,True,accept,0.000625
bid_price,41,2,Texas,Dallas,Texas,2537.78,575.92,1961.86,1961.86,0.00,0.00,True,accept,0.000584
bid_price,42,2,Texas,Dallas,Texas,2773.13,575.92,2197.21,2197.21,0.00,0.00,True,accept,0.000542
bid_price,43,2,Texas,Dallas,Texas,2872.94,575.92,2297.02,2297.02,0.00,0.00,True,accept,0.000625
bid_price,44,2,Georgia,Atlanta,Georgia,3362.05,522.71,2839.34,2839.34,0.00,0.00,True,accept,0.000583
bid_price,45,2,Georgia,Atlanta,Georgia,3790.69,522.71,3267.99,3267.99,0.00,0.00,True,accept,0.000583
bid_price,46,2,Texas,Dallas,Texas,2546.84,575.92,1970.92,1970.92,0.00,0.00,True,accept,0.000750
bid_price,47,3,Texas,Dallas,Texas,3048.66,575.92,2472.74,2472.74,0.00,0.00,True,accept,0.000666
bid_price,48,3,Texas,Dallas,Texas,2554.40,575.92,1978.48,1978.48,0.00,0.00,True,accept,0.000584
bid_price,49,3,Georgia,Miami,Florida,3880.68,1174.29,2706.39,1194.48,-1511.91,0.00,True,accept,0.000708
bid_price,50,3,Texas,Dallas,Texas,2790.20,575.92,2214.28,2214.28,0.00,0.00,True,accept,0.000667
bid_price,51,3,Texas,Dallas,Texas,2542.53,575.92,1966.61,1966.61,0.00,0.00,True,accept,0.000584
bid_price,52,3,Texas,Miami,Florida,5382.29,3782.24,1600.06,-4171.30,-5771.36,0.00,False,reject,0.000625
bid_price,53,3,Texas,Dallas,Texas,2627.09,575.92,2051.17,2051.17,0.00,0.00,True,accept,0.000667
bid_price,54,3,California,Seattle,Washington,4028.85,3025.44,1003.41,586.79,-416.62,0.00,True,accept,0.000625
bid_price,55,3,Texas,Dallas,Texas,2872.69,575.92,2296.77,2296.77,0.00,0.00,True,accept,0.000625
bid_price,56,3,Georgia,Atlanta,Georgia,4089.67,522.71,3566.97,3566.97,0.00,0.00,True,accept,0.000583
bid_price,57,3,Georgia,Atlanta,Georgia,3523.83,522.71,3001.12,3001.12,0.00,0.00,True,accept,0.000625
bid_price,58,3,Texas,Dallas,Texas,2567.71,575.92,1991.79,1991.79,0.00,0.00,True,accept,0.000625
bid_price,59,3,Georgia,Miami,Florida,3619.16,1174.29,2444.87,932.96,-1511.91,0.00,True,accept,0.000584
bid_price,60,3,Georgia,Atlanta,Georgia,3667.82,522.71,3145.12,3145.12,0.00,0.00,True,no_truck,0.000583
bid_price,61,3,Georgia,Atlanta,Georgia,3624.53,522.71,3101.82,3101.82,0.00,0.00,True,no_truck,0.000625
bid_price,62,3,Texas,Dallas,Texas,2639.40,575.92,2063.48,2063.48,0.00,0.00,True,accept,0.000667
bid_price,63,3,Texas,Dallas,Texas,2669.89,575.92,2093.97,2093.97,0.00,0.00,True,accept,0.000583
bid_price,64,4,Georgia,Atlanta,Georgia,3707.69,522.71,3184.98,3184.98,0.00,0.00,True,no_truck,0.000583
bid_price,65,4,Georgia,Atlanta,Georgia,3781.71,522.71,3259.00,3259.00,0.00,0.00,True,no_truck,0.000625
bid_price,66,4,Texas,Dallas,Texas,2401.26,575.92,1825.35,1825.35,0.00,0.00,True,accept,0.000708
bid_price,67,4,Texas,Dallas,Texas,2437.09,575.92,1861.17,1861.17,0.00,0.00,True,accept,0.000583
bid_price,68,4,Texas,Dallas,Texas,2403.94,575.92,1828.02,1828.02,0.00,0.00,True,accept,0.000583
bid_price,69,4,Texas,Dallas,Texas,2623.38,575.92,2047.46,2047.46,0.00,0.00,True,accept,0.000584
bid_price,70,4,Texas,Dallas,Texas,2703.14,575.92,2127.22,2127.22,0.00,0.00,True,accept,0.000625
